,State,District,Latitude,Longitude,StationId
488,ARUNACHAL PRADESH,LOWER SUBANSIRI,27.3199996948242,94.375,273944
489,HIMACHAL PRADESH,MANDI,31.6912002563477,76.5625,317766
490,MAHARASHTRA,KOLHAPUR,16.0797996520996,73.4375,161734
491,RAJASTHAN,BARMER,26.071100234985398,71.25,261713
492,TAMILNADU,TIRUNELVELI,8.89852046966553,77.1875,89772
493,UTTARAKHAND,DEHRA DUN,30.1301002502441,78.125,301781
494,UTTARAKHAND,GARWAL PAURI,30.1301002502441,78.4375,301784
495,CHATISGARH,JANJGIR,22.0121002197266,82.5,220825
496,BIHAR,KHAGARIA,25.1343994140625,86.25,251863
497,HARYANA,HISSAR,29.5055999755859,75.625,295756
498,KERALA,THRISSUR,10.459699630737301,76.25,105763
499,MADHAYA PRADESH,JABALPUR,23.260999679565398,79.6875,233797
500,MADHAYA PRADESH,NARSINGHPUR,22.636600494384798,79.0625,226791
501,MAHARASHTRA,BULDHANA,21.0753993988037,76.25,211763
502,ORISSA,ANGUL,20.451000213623,85.0,205850
503,ORISSA,GAJAPATI,18.577600479126,84.0625,186841
504,ORISSA,KALAHANDI,19.202100753784197,82.5,192825
505,TAMILNADU,ERODE,11.396400451660199,77.5,114775
506,ASSAM,DIBRUGARH,26.6956005096436,94.375,267944
507,ORISSA,CUTTACK,20.451000213623,85.3125,205853
508,RAJASTHAN,ALWAR,27.944499969482397,76.25,279763
509,WEST BENGAL,BIRBHUM,23.260999679565398,87.5,233875
510,JHARKHAND,GIRIDIH,23.573299407959,86.25,236863
511,CHATISGARH,RAIPUR,21.0753993988037,81.5625,211816
512,TELANGANA,KARIMNAGAR,18.577600479126,79.375,186794
513,BIHAR,DARBHANGA,25.4466991424561,85.9375,254859
514,GUJARAT,KUTCH,23.260999679565398,69.375,233694
515,MADHAYA PRADESH,HOSHANGABAD,22.324399948120103,78.125,223781
516,ORISSA,BOLANGIR,20.451000213623,82.5,205825
517,ORISSA,MALKANGIRI,18.265399932861303,81.5625,183816
518,TAMILNADU,KANCHEEPURAM,12.333000183105499,79.6875,123797
519,WEST BENGAL,24 PARGANAS S,7.02514982223511,79.375,70794
520,TELANGANA,MAHBUBNAGAR,15.4553003311157,78.125,155781
521,ANDHRA PRADESH,NELLORE,15.1430997848511,79.375,151794
522,BIHAR,AURANGABAD,24.510000228881804,84.375,245844
523,KERALA,PALAKKAD,10.147399902343802,76.5625,101766
524,MADHAYA PRADESH,SEHORE,22.324399948120103,77.5,223775
525,MAHARASHTRA,BULDHANA,19.5142993927002,76.25,195763
526,ORISSA,JAJPUR,20.451000213623,86.25,205863
527,RAJASTHAN,ALWAR,27.007799148559602,76.25,270763
528,UTTAR PRADESH,FAIZABAD,26.38330078125,82.1875,264822
529,WEST BENGAL,JALPAIGURI,26.38330078125,89.0625,264891
530,WEST BENGAL,PURULIA,22.9487991333008,86.25,229863
531,UTTARAKHAND,NAINITAL,28.881200790405302,79.375,289794
532,CHATISGARH,BILASPUR,22.324399948120103,81.5625,223816
533,ANDHRA PRADESH,CUDDAPAH,14.206399917602502,78.4375,142784
534,ASSAM,SIBSAGAR,26.38330078125,94.375,264944
535,GUJARAT,DANGS,20.451000213623,73.4375,205734
536,MADHAYA PRADESH,KHARGONE,22.0121002197266,75.3125,220753
537,MAHARASHTRA,YEOTMAL,20.1387996673584,77.5,201775
538,MAHARASHTRA,NANDURBAR,21.3876991271973,74.375,214744
539,RAJASTHAN,BANSWARA,23.573299407959,74.0625,236741
540,UTTAR PRADESH,SHAHJAHANPUR,27.632299423217802,79.6875,276797
541,WEST BENGAL,JALPAIGURI,7.02514982223511,79.375,70794
542,ASSAM,SONITPUR,7.02514982223511,79.375,70794
543,KARNATAKA,KOLAR,12.957500457763699,77.5,130775
544,KARNATAKA,UDUPI,13.269700050353999,74.375,133744
545,KERALA,THIRUVANANTHAP,8.274060249328612,76.5625,83766
546,MAHARASHTRA,AURANGABAD,20.1387996673584,75.0,201750
547,MAHARASHTRA,THANA,19.5142993927002,72.5,195725
548,RAJASTHAN,GANGANAGAR,29.1933994293213,73.125,292731
549,ANDHRA PRADESH,GUNTUR,16.3920001983643,80.3125,164803
550,TELANGANA,KARIMNAGAR,17.953199386596697,77.5,180775
551,MAHARASHTRA,AMRAOTI,21.0753993988037,78.125,211781
552,MAHARASHTRA,KOLHAPUR,16.3920001983643,73.4375,164734
553,MAHARASHTRA,SHOLAPUR,17.3286991119385,75.625,173756
554,MAHARASHTRA,SHOLAPUR,18.265399932861303,75.0,183750
555,RAJASTHAN,JHUNJHUNU,27.632299423217802,75.3125,276753
556,TAMILNADU,COIMBATORE,11.084099769592301,76.5625,111766
557,TAMILNADU,TIRUNELVELI,8.274060249328612,77.5,83775
558,UTTAR PRADESH,BUDAUN,27.944499969482397,79.0625,279791
559,UTTAR PRADESH,JAUNPUR,25.4466991424561,82.5,254825
560,HIMACHAL PRADESH,HAMIRPUR,7.02514982223511,79.375,70794
561,KARNATAKA,BIJAPUR,16.704200744628903,75.625,167756
562,MADHAYA PRADESH,RAESEN,22.9487991333008,78.4375,229784
563,MAHARASHTRA,BHANDARA,21.0753993988037,80.0,211800
564,MAHARASHTRA,CHANDRAPUR,19.5142993927002,79.0625,195791
565,ORISSA,GAJAPATI,19.202100753784197,84.0625,192841
566,RAJASTHAN,SIROHI,24.510000228881804,73.125,245731
567,ANDHRA PRADESH,CHITTOR,12.957500457763699,78.4375,130784
568,TELANGANA,MEDAK,17.953199386596697,77.5,180775
569,BIHAR,MUZAFFARPUR,26.071100234985398,84.6875,261847
570,BIHAR,ROHTAS,24.510000228881804,84.0625,245841
571,HARYANA,MAHENDRAGARH,27.944499969482397,75.9375,279759
572,KARNATAKA,BELGAUM,15.4553003311157,74.6875,155747
573,KARNATAKA,BELLARY,14.5186004638672,76.25,145763
574,MIZORAM,AIZWAL,23.573299407959,92.5,236925
575,ORISSA,KANDHAMAL,7.02514982223511,79.375,70794
576,RAJASTHAN,BHILWARA,25.4466991424561,74.6875,254747
577,UTTAR PRADESH,MEERUT,29.1933994293213,77.5,292775
578,ANDHRA PRADESH,CHITTOR,13.269700050353999,79.6875,133797
579,TELANGANA,MEDAK,17.953199386596697,78.125,180781
580,ANDHRA PRADESH,NELLORE,13.5819997787476,79.375,136794
581,ASSAM,KAMRUP,26.071100234985398,91.5625,261916
582,GUJARAT,BARODA,22.324399948120103,74.0625,223741
583,GUJARAT,SURENDRANAGAR,22.9487991333008,71.25,229713
584,HARYANA,GURGAON,27.632299423217802,76.5625,276766
585,JAMMU AND KASHMIR,ANANTNAG,33.2523994445801,75.0,333750
586,PUNJAB,KAPURTHALA,31.0667991638184,75.625,311756
587,WEST BENGAL,HOOGLY,22.636600494384798,88.125,226881
588,TELANGANA,KHAMMAM,17.3286991119385,80.625,173806
589,GUJARAT,BROACH,22.0121002197266,72.5,220725
590,GUJARAT,DOHAD,7.02514982223511,79.375,70794
591,HIMACHAL PRADESH,SIMLA/MAHASU,31.0667991638184,77.5,311775
592,KARNATAKA,BIJAPUR,16.3920001983643,75.625,164756
593,KARNATAKA,CHICKMAGALUR,13.5819997787476,75.9375,136759
594,KARNATAKA,SHIMOGA,14.206399917602502,74.375,142744
595,MADHAYA PRADESH,DHAR,22.324399948120103,74.375,223744
596,MADHAYA PRADESH,SATNA,24.1977005004883,80.3125,242803
597,MAHARASHTRA,PARBHANI,19.202100753784197,76.875,192769
598,MAHARASHTRA,RATNAGIRI,16.704200744628903,73.125,167731
599,ORISSA,DHENKANAL,7.02514982223511,79.375,70794
600,TAMILNADU,KANCHEEPURAM,12.645299911499,80.0,126800
601,UTTAR PRADESH,ETAH,27.632299423217802,78.4375,276784
602,UTTAR PRADESH,GONDA,27.007799148559602,81.5625,270816
603,UTTAR PRADESH,MAHAMAYA NAGA,27.3199996948242,77.5,273775
604,WEST BENGAL,COOCH BEHAR,26.071100234985398,88.4375,261884
605,BIHAR,BHABUA,25.1343994140625,83.4375,251834
606,GUJARAT,BANASKANTHA,24.1977005004883,71.25,242713
607,KARNATAKA,BELGAUM,15.4553003311157,74.375,155744
608,MAHARASHTRA,CHANDRAPUR,7.02514982223511,79.375,70794
609,MAHARASHTRA,WARDHA,20.1387996673584,78.125,201781
610,ORISSA,CUTTACK,20.1387996673584,85.3125,201853
611,ORISSA,MAYURBHANJ,22.0121002197266,86.5625,220866
612,ORISSA,NAWARANGPUR,19.5142993927002,82.1875,195822
613,ANDAMAN AND NICOBAR ISLANDS,BAY ISLANDS,12.333000183105499,80.625,123806
614,JHARKHAND,SIMDEGA,22.324399948120103,84.0625,223841
615,ARUNACHAL PRADESH,WEST SIANG,27.632299423217802,94.375,276944
616,GUJARAT,SURENDRANAGAR,22.324399948120103,71.25,223713
617,KERALA,ALAPPUZHA,8.89852046966553,75.9375,89759
618,MADHAYA PRADESH,DEWAS,22.324399948120103,76.25,223763
619,MADHAYA PRADESH,MORENA,26.071100234985398,77.5,261775
620,MADHAYA PRADESH,RAJGARH,23.8854999542236,76.25,239763
621,MAHARASHTRA,CHANDRAPUR,20.1387996673584,79.0625,201791
622,TAMILNADU,THENI,7.02514982223511,79.375,70794
623,UTTAR PRADESH,JAUNPUR,7.02514982223511,79.375,70794
624,HARYANA,GURGAON,27.944499969482397,76.875,279769
625,MADHAYA PRADESH,DHAR,7.02514982223511,79.375,70794
626,MADHAYA PRADESH,HOSHANGABAD,22.0121002197266,77.1875,220772
627,MAHARASHTRA,SHOLAPUR,17.6408996582031,75.0,176750
628,TAMILNADU,COIMBATORE,10.459699630737301,76.875,105769
629,TAMILNADU,THENI,10.147399902343802,77.1875,101772
630,CHATISGARH,KORBA,22.324399948120103,82.1875,223822
631,ANDHRA PRADESH,SRIKAKULAM,19.5142993927002,84.375,195844
632,ASSAM,HAILAKANDI,24.510000228881804,92.5,245925
633,HARYANA,FARIDABAD,28.256700515747102,77.1875,283772
634,KARNATAKA,GULBARGA,17.0165004730225,76.5625,170766
635,MAHARASHTRA,AKOLA,20.1387996673584,76.5625,201766
636,MAHARASHTRA,JALGAON,21.0753993988037,75.0,211750
637,UTTAR PRADESH,HAMIRPUR,7.02514982223511,79.375,70794
638,UTTARAKHAND,RUDRAPRAYAG,30.4423007965088,79.0625,304791
639,BIHAR,JAHANABAD,25.1343994140625,85.0,251850
640,MADHAYA PRADESH,TIKAMGARH,25.1343994140625,78.4375,251784
641,MAHARASHTRA,DHULIA,20.451000213623,74.0625,205741
642,MAHARASHTRA,GADCHIROLI,18.577600479126,79.6875,186797
643,ORISSA,JAJPUR,20.451000213623,85.9375,205859
644,ORISSA,NAWARANGPUR,19.202100753784197,82.1875,192822
645,ORISSA,NAYAGARH,20.1387996673584,85.3125,201853
646,TAMILNADU,VELLORE,12.645299911499,78.4375,126784
647,UTTAR PRADESH,J.PHULE NAGAR,28.5688991546631,78.125,286781
648,LAKSHADWEEP,LAKSHADWEEP,10.459699630737301,75.3125,105753
649,ASSAM,DARRANG,26.38330078125,92.1875,264922
650,BIHAR,ARARIA,26.071100234985398,87.1875,261872
651,BIHAR,MUNGER,7.02514982223511,79.375,70794
652,HARYANA,JIND,29.5055999755859,75.9375,295759
653,KARNATAKA,KOLAR,12.645299911499,78.125,126781
654,KARNATAKA,RAICHUR,16.0797996520996,77.1875,161772
655,KERALA,ERNAKULAM,10.147399902343802,76.25,101763
656,MADHAYA PRADESH,HOSHANGABAD,22.324399948120103,77.5,223775
657,MAHARASHTRA,POONA,18.577600479126,73.4375,186734
658,ORISSA,KEONJHAR,21.0753993988037,85.9375,211859
659,RAJASTHAN,BUNDI,25.4466991424561,75.625,254756
660,RAJASTHAN,JODHPUR,26.071100234985398,73.125,261731
661,TAMILNADU,KANNIYAKUMARI,8.274060249328612,77.1875,83772
662,TAMILNADU,THOOTHUKUDI,7.02514982223511,79.375,70794
663,UTTAR PRADESH,GORAKHPUR,26.38330078125,83.125,264831
664,WEST BENGAL,PURULIA,22.9487991333008,88.4375,229884
665,ANDHRA PRADESH,CHITTOR,13.269700050353999,79.375,133794
666,ASSAM,N.C.HILLS,25.1343994140625,93.125,251931
667,BIHAR,AURANGABAD,25.1343994140625,84.375,251844
668,GUJARAT,SURAT,21.3876991271973,74.0625,214741
669,KARNATAKA,BANGALORE URBA,12.957500457763699,77.1875,130772
670,PUNJAB,LUDHIANA,30.4423007965088,75.625,304756
671,RAJASTHAN,BARMER,25.1343994140625,70.9375,251709
672,TAMILNADU,THIRUVALLUR,13.269700050353999,80.0,133800
673,JHARKHAND,PAKUR,24.510000228881804,87.5,245875
674,ANDHRA PRADESH,ANANTAPUR,13.5819997787476,77.5,136775
675,GUJARAT,AMRELI,20.451000213623,71.25,205713
676,HARYANA,GURGAON,28.256700515747102,77.1875,283772
677,KARNATAKA,BAGALKOTE,17.0165004730225,75.3125,170753
678,KARNATAKA,SHIMOGA,14.206399917602502,75.0,142750
679,MAHARASHTRA,GONDIA,21.3876991271973,80.3125,214803
680,TAMILNADU,PERAMBALUR,11.084099769592301,78.4375,111784
681,UTTAR PRADESH,BIJNOR,29.5055999755859,78.125,295781
682,UTTAR PRADESH,KHERI LAKHIMPUR,7.02514982223511,79.375,70794
683,ANDHRA PRADESH,KURNOOL,16.0797996520996,79.0625,161791
684,GUJARAT,BANASKANTHA,24.1977005004883,72.5,242725
685,MADHAYA PRADESH,SHEOPUR,26.071100234985398,77.1875,261772
686,ORISSA,GANJAM,19.202100753784197,84.375,192844
687,PUNJAB,HOSHIARPUR,7.02514982223511,79.375,70794
688,RAJASTHAN,JHALAWAR,24.1977005004883,76.5625,242766
689,RAJASTHAN,SIKAR,27.632299423217802,74.6875,276747
690,UTTAR PRADESH,BULANDSHAHR,28.256700515747102,77.5,283775
691,GUJARAT,JUNAGADH,21.3876991271973,70.0,214700
692,GUJARAT,KUTCH,22.636600494384798,69.0625,226691
693,KARNATAKA,KANARA NORTH,14.206399917602502,74.0625,142741
694,MADHAYA PRADESH,GWALIOR,25.4466991424561,78.4375,254784
695,MAHARASHTRA,SHOLAPUR,17.3286991119385,75.3125,173753
696,TAMILNADU,VILLUPURAM,11.7086000442505,79.375,117794
697,UTTAR PRADESH,MIRZAPUR,25.1343994140625,82.5,251825
698,JHARKHAND,DHANBAD,23.260999679565398,86.5625,233866
699,HARYANA,FARIDABAD,7.02514982223511,79.375,70794
700,HIMACHAL PRADESH,KANGRA,32.315700531005895,75.625,323756
701,MADHAYA PRADESH,UMARIA,23.260999679565398,80.625,233806
702,MAHARASHTRA,RATNAGIRI,16.3920001983643,73.4375,164734
703,MAHARASHTRA,WASHIM,20.1387996673584,77.1875,201772
704,PUNJAB,HOSHIARPUR,31.6912002563477,75.3125,317753
705,TAMILNADU,SALEM,11.396400451660199,77.5,114775
706,WEST BENGAL,DINAJPUR NORTH,25.4466991424561,88.125,254881
707,ASSAM,SIBSAGAR,26.6956005096436,94.375,267944
708,BIHAR,GOPALGANJ,26.071100234985398,84.0625,261841
709,GUJARAT,AHMEDABAD,7.02514982223511,79.375,70794
710,HIMACHAL PRADESH,SIRMUR,7.02514982223511,79.375,70794
711,KARNATAKA,GULBARGA,17.3286991119385,77.1875,173772
712,MADHAYA PRADESH,RATLAM,23.260999679565398,74.6875,233747
713,MAHARASHTRA,SHOLAPUR,17.3286991119385,76.25,173763
714,RAJASTHAN,ALWAR,27.3199996948242,76.5625,273766
715,DADRA AND NAGAR HAVELI,DADRA N. HAVELI,20.1387996673584,73.125,201731
716,JHARKHAND,GODDA,24.510000228881804,87.1875,245872
717,UTTARAKHAND,GARWAL TEHRI,30.1301002502441,78.4375,301784
718,KARNATAKA,HASSAN,12.645299911499,76.25,126763
719,KARNATAKA,KOPPAL,16.3920001983643,76.25,164763
720,KERALA,KASARGOD,12.333000183105499,74.6875,123747
721,MADHAYA PRADESH,RAJGARH,23.8854999542236,76.5625,239766
722,MAHARASHTRA,JALGAON,20.451000213623,75.625,205756
723,MAHARASHTRA,SHOLAPUR,17.953199386596697,75.3125,180753
724,RAJASTHAN,BIKANER,28.256700515747102,73.4375,283734
725,TAMILNADU,THIRUVARUR,10.147399902343802,79.375,101794
726,TAMILNADU,VILLUPURAM,11.7086000442505,79.0625,117791
727,ANDHRA PRADESH,NELLORE,14.206399917602502,79.6875,142797
728,ASSAM,BONGAIGAON,26.38330078125,90.3125,264903
729,BIHAR,CHAMPARAN.WEST,27.007799148559602,84.0625,270841
730,BIHAR,GAYA,24.510000228881804,84.6875,245847
731,BIHAR,PURNEA,25.4466991424561,87.1875,254872
732,KERALA,WAYANAD,11.396400451660199,75.9375,114759
733,MAHARASHTRA,DHULIA,21.0753993988037,74.0625,211741
734,ORISSA,BARGARH,20.451000213623,82.5,205825
735,ORISSA,KALAHANDI,19.5142993927002,83.125,195831
736,ORISSA,KEONJHAR,7.02514982223511,79.375,70794
737,PUNJAB,HOSHIARPUR,31.0667991638184,75.9375,311759
738,RAJASTHAN,HANUMANGARH,29.1933994293213,75.0,292750
739,UTTAR PRADESH,BIJNOR,29.1933994293213,78.4375,292784
740,SIKKIM,EAST SIKKIM,27.007799148559602,88.4375,270884
741,TELANGANA,NALGONDA,17.3286991119385,78.4375,173784
742,ASSAM,KAMRUP,26.38330078125,91.25,264913
743,JAMMU AND KASHMIR,PULWAMA,33.564601898193395,74.6875,336747
744,MADHAYA PRADESH,BARWANI,22.0121002197266,74.375,220744
745,MAHARASHTRA,AURANGABAD,19.5142993927002,75.3125,195753
746,MAHARASHTRA,CHANDRAPUR,19.5142993927002,79.375,195794
747,ORISSA,DHENKANAL,20.451000213623,85.0,205850
748,PUDUCHERRY,PUDUCHERRY,10.459699630737301,79.375,105794
749,PUDUCHERRY,PUDUCHERRY,11.396400451660199,79.375,114794
750,UTTAR PRADESH,ALIGARH,27.944499969482397,78.125,279781
751,UTTAR PRADESH,BULANDSHAHR,27.944499969482397,78.125,279781
752,ARUNACHAL PRADESH,TAWANG,27.3199996948242,91.5625,273916
753,ARUNACHAL PRADESH,UPPER SIANG,28.256700515747102,95.0,283950
754,ASSAM,JORHAT,26.38330078125,94.0625,264941
755,ASSAM,KARIMGANJ,24.510000228881804,92.1875,245922
756,HARYANA,YAMUNANAGAR,30.4423007965088,77.5,304775
757,HIMACHAL PRADESH,SOLAN,30.4423007965088,76.5625,304766
758,KARNATAKA,GULBARGA,17.3286991119385,76.5625,173766
759,MAHARASHTRA,SINDHUDURG,15.4553003311157,73.4375,155734
760,MAHARASHTRA,GONDIA,21.0753993988037,80.0,211800
761,MANIPUR,CHURACHANDPUR,24.1977005004883,93.125,242931
762,PUNJAB,ROOPNAGAR,7.02514982223511,79.375,70794
763,RAJASTHAN,JHUNJHUNU,28.256700515747102,75.3125,283753
764,UTTAR PRADESH,AZAMGARH,26.071100234985398,82.5,261825
765,TELANGANA,ADILABAD,19.202100753784197,79.0625,192791
766,ARUNACHAL PRADESH,TIRAP,27.3199996948242,95.9375,273959
767,BIHAR,BHOJPUR,25.1343994140625,84.0625,251841
768,GUJARAT,BARODA,22.324399948120103,73.4375,223734
769,GUJARAT,KUTCH,7.02514982223511,79.375,70794
770,MADHAYA PRADESH,KHARGONE,22.0121002197266,75.9375,220759
771,MADHAYA PRADESH,SHIVPURI,25.1343994140625,78.125,251781
772,UTTAR PRADESH,BULANDSHAHR,28.256700515747102,78.125,283781
773,UTTAR PRADESH,DEORIA,26.071100234985398,83.4375,261834
774,UTTAR PRADESH,GONDA,26.6956005096436,81.5625,267816
775,GUJARAT,SABARKANTHA,23.260999679565398,73.4375,233734
776,MADHAYA PRADESH,SHAJAPUR,23.260999679565398,76.25,233763
777,MAHARASHTRA,KOLABA/RAIGARH,17.6408996582031,73.125,176731
778,MAHARASHTRA,KOLABA/RAIGARH,18.577600479126,73.125,186731
779,ORISSA,MAYURBHANJ,22.0121002197266,86.25,220863
780,PUNJAB,BHATINDA,30.1301002502441,75.0,301750
781,RAJASTHAN,CHURU,27.3199996948242,74.375,273744
782,UTTAR PRADESH,FARRUKHABAD,27.3199996948242,79.0625,273791
783,UTTAR PRADESH,HAMIRPUR,25.1343994140625,79.375,251794
784,ANDHRA PRADESH,EAST GODAVARI,16.3920001983643,81.875,164819
785,ASSAM,CACHAR,24.1977005004883,92.5,242925
786,HIMACHAL PRADESH,SIMLA/MAHASU,30.4423007965088,77.5,304775
787,KARNATAKA,TUMKUR,12.645299911499,76.875,126769
788,ORISSA,PURI,19.5142993927002,85.9375,195859
789,RAJASTHAN,JHALAWAR,23.573299407959,75.625,236756
790,UTTAR PRADESH,BARA BANKI,26.6956005096436,81.25,267813
791,UTTAR PRADESH,SAHARANPUR,29.5055999755859,77.5,295775
792,WEST BENGAL,BURDWAN,23.260999679565398,87.1875,233872
793,JHARKHAND,RANCHI,7.02514982223511,79.375,70794
794,ANDHRA PRADESH,CUDDAPAH,14.5186004638672,78.4375,145784
795,ANDHRA PRADESH,KURNOOL,15.1430997848511,77.5,151775
796,BIHAR,GAYA,24.510000228881804,85.0,245850
797,GUJARAT,AMRELI,21.0753993988037,71.25,211713
798,KARNATAKA,KANARA SOUTH,12.645299911499,74.375,126744
799,KERALA,THRISSUR,10.459699630737301,75.9375,105759
800,KERALA,THIRUVANANTHAP,8.274060249328612,76.875,83769
801,MAHARASHTRA,SANGLI,17.0165004730225,74.0625,170741
802,MAHARASHTRA,SANGLI,17.0165004730225,74.375,170744
803,ORISSA,BOUDH,7.02514982223511,79.375,70794
804,ORISSA,CUTTACK,20.1387996673584,85.0,201850
805,ORISSA,RAYAGADA,19.202100753784197,83.125,192831
806,PUNJAB,HOSHIARPUR,31.378999710082997,75.3125,314753
807,RAJASTHAN,RAJASMAND,25.1343994140625,73.4375,251734
808,TAMILNADU,TIRUCHIRAPALLI,10.147399902343802,78.125,101781
809,UTTAR PRADESH,SITAPUR,27.3199996948242,80.3125,273803
810,CHATISGARH,BILASPUR,22.0121002197266,82.1875,220822
811,BIHAR,MUNGER,25.1343994140625,86.25,251863
812,GUJARAT,BHAVNAGAR,21.0753993988037,71.5625,211716
813,KARNATAKA,MANDYA,12.333000183105499,76.5625,123766
814,MAHARASHTRA,NASIK,19.5142993927002,74.0625,195741
815,UTTAR PRADESH,BAHRAICH,27.3199996948242,81.25,273813
816,UTTAR PRADESH,BUDAUN,27.944499969482397,79.375,279794
817,WEST BENGAL,PURULIA,7.02514982223511,79.375,70794
818,UTTARAKHAND,CHAMPAWAT,29.1933994293213,80.0,292800
819,UTTARAKHAND,GARWAL TEHRI,7.02514982223511,79.375,70794
820,ANDHRA PRADESH,WEST GODAVARI,16.3920001983643,81.5625,164816
821,GUJARAT,SABARKANTHA,7.02514982223511,79.375,70794
822,HARYANA,GURGAON,28.256700515747102,76.5625,283766
823,HIMACHAL PRADESH,SIMLA/MAHASU,31.378999710082997,77.5,314775
824,HIMACHAL PRADESH,SIRMUR,30.1301002502441,77.5,301775
825,MADHAYA PRADESH,NARSINGHPUR,22.9487991333008,78.4375,229784
826,DAMAN AND DIU,DIU,20.451000213623,70.625,205706
827,UTTAR PRADESH,SIDDHARTHNAGAR,7.02514982223511,79.375,70794
828,ANDHRA PRADESH,CUDDAPAH,14.206399917602502,78.125,142781
829,TELANGANA,KHAMMAM,17.3286991119385,80.3125,173803
830,HARYANA,MAHENDRAGARH,28.256700515747102,76.25,283763
831,KARNATAKA,BIDAR,17.6408996582031,76.5625,176766
832,KARNATAKA,MANDYA,12.645299911499,76.25,126763
833,MADHAYA PRADESH,JABALPUR,23.260999679565398,79.375,233794
834,UTTAR PRADESH,JHANSI,25.4466991424561,78.4375,254784
835,JHARKHAND,GUMLA,22.636600494384798,84.375,226844
836,JHARKHAND,SIMDEGA,22.324399948120103,84.375,223844
837,ASSAM,DHUBRI,26.071100234985398,89.6875,261897
838,HIMACHAL PRADESH,LAHUL AND SPITI,32.315700531005895,76.875,323769
839,MAHARASHTRA,HINGOLI,19.5142993927002,77.1875,195772
840,PUNJAB,HOSHIARPUR,31.378999710082997,75.625,314756
841,UTTAR PRADESH,SULTANPUR,26.071100234985398,81.875,261819
842,ANDHRA PRADESH,CHITTOR,13.269700050353999,79.0625,133791
843,TELANGANA,KARIMNAGAR,18.577600479126,78.4375,186784
844,ARUNACHAL PRADESH,WEST SIANG,27.944499969482397,94.375,279944
845,BIHAR,AURANGABAD,24.510000228881804,84.0625,245841
846,KARNATAKA,GULBARGA,17.3286991119385,77.5,173775
847,MADHAYA PRADESH,TIKAMGARH,24.510000228881804,78.4375,245784
848,MAHARASHTRA,AMRAOTI,21.3876991271973,77.1875,214772
849,MAHARASHTRA,SATARA,17.3286991119385,74.0625,173741
850,WEST BENGAL,DARJEELING,7.02514982223511,79.375,70794
851,ARUNACHAL PRADESH,WEST KAMENG,27.007799148559602,92.5,270925
852,GUJARAT,JUNAGADH,7.02514982223511,79.375,70794
853,GUJARAT,SABARKANTHA,23.260999679565398,73.125,233731
854,JAMMU AND KASHMIR,DODA,32.627899169921896,75.3125,326753
855,KARNATAKA,BELGAUM,15.4553003311157,74.0625,155741
856,KARNATAKA,CHITRADURGA,13.8942003250122,76.25,139763
857,MEGHALAYA,WEST GARO HILLS,25.4466991424561,90.0,254900
858,ORISSA,GANJAM,19.202100753784197,85.0,192850
859,UTTAR PRADESH,MAHARAJGANJ,27.007799148559602,83.4375,270834
860,ARUNACHAL PRADESH,DIBANG VALLEY,28.5688991546631,95.625,286956
861,ASSAM,LAKHIMPUR,27.007799148559602,94.0625,270941
862,ASSAM,SONITPUR,26.38330078125,93.4375,264934
863,BIHAR,MUZAFFARPUR,7.02514982223511,79.375,70794
864,HIMACHAL PRADESH,BILASPUR,31.378999710082997,76.25,314763
865,KARNATAKA,CHITRADURGA,14.206399917602502,76.5625,142766
866,MADHAYA PRADESH,KHANDWA,7.02514982223511,79.375,70794
867,RAJASTHAN,BHILWARA,25.1343994140625,75.0,251750
868,TAMILNADU,RAMANATHAPURA,9.52297973632813,79.0625,95791
869,UTTAR PRADESH,LALITPUR,24.1977005004883,78.4375,242784
870,WEST BENGAL,BANKURA,22.636600494384798,86.5625,226866
871,WEST BENGAL,MIDNAPORE,21.3876991271973,87.5,214875
872,TELANGANA,MAHBUBNAGAR,17.0165004730225,78.125,170781
873,ANDHRA PRADESH,PRAKASAM,15.4553003311157,79.6875,155797
874,ANDHRA PRADESH,VISAKHAPATNAM,17.953199386596697,82.5,180825
875,GUJARAT,BANASKANTHA,24.1977005004883,71.875,242719
876,GUJARAT,MEHSANA,23.260999679565398,71.5625,233716
877,HARYANA,AMBALA,30.1301002502441,77.1875,301772
878,MADHAYA PRADESH,DEWAS,22.636600494384798,76.25,226763
879,MAHARASHTRA,AKOLA,20.451000213623,76.875,205769
880,MAHARASHTRA,YEOTMAL,19.202100753784197,77.5,192775
881,RAJASTHAN,JODHPUR,27.007799148559602,72.1875,270722
882,WEST BENGAL,BURDWAN,23.260999679565398,87.5,233875
883,UTTARAKHAND,UTTAR KASHI,7.02514982223511,79.375,70794
884,ANDHRA PRADESH,ANANTAPUR,14.5186004638672,78.125,145781
885,ANDHRA PRADESH,PRAKASAM,16.0797996520996,79.0625,161791
886,RAJASTHAN,BUNDI,25.1343994140625,75.3125,251753
887,TAMILNADU,PUDUKOTTAI,10.147399902343802,78.4375,101784
888,UTTAR PRADESH,AGRA,26.6956005096436,77.5,267775
889,ANDHRA PRADESH,EAST GODAVARI,16.704200744628903,81.5625,167816
890,ARUNACHAL PRADESH,CHANGLANG,27.007799148559602,95.3125,270953
891,HARYANA,AMBALA,30.1301002502441,76.5625,301766
892,HIMACHAL PRADESH,KINNAUR,31.378999710082997,78.125,314781
893,ORISSA,KALAHANDI,20.1387996673584,83.4375,201834
894,UTTAR PRADESH,MAHARAJGANJ,27.007799148559602,83.125,270831
