,State,District,Latitude,Longitude,StationId
410,RAJASTHAN,SIKAR,27.632299423217802,75.0,276750
411,TAMILNADU,CHENNAI,12.957500457763699,80.0,130800
412,UTTAR PRADESH,JHANSI,25.1343994140625,78.4375,251784
413,BIHAR,SIWAN,26.071100234985398,84.375,261844
414,KARNATAKA,BAGALKOTE,15.4553003311157,75.9375,155759
415,KARNATAKA,BANGALORE URBA,12.333000183105499,77.5,123775
416,KARNATAKA,HAVERI,14.206399917602502,75.3125,142753
417,MAHARASHTRA,LATUR,18.265399932861303,77.1875,183772
418,MEGHALAYA,EAST KHASI HILLS,7.02514982223511,79.375,70794
419,ORISSA,ANGUL,21.0753993988037,84.375,211844
420,RAJASTHAN,CHURU,27.944499969482397,74.375,279744
421,TAMILNADU,TANJAVUR,7.02514982223511,79.375,70794
422,DADRA AND NAGAR HAVELI,DADRA N. HAVELI,20.1387996673584,72.5,201725
423,CHATISGARH,JASHPURNAGAR,22.324399948120103,83.4375,223834
424,ANDHRA PRADESH,ANANTAPUR,14.206399917602502,76.5625,142766
425,TELANGANA,MAHBUBNAGAR,16.3920001983643,78.125,164781
426,ANDHRA PRADESH,VIZIANAGARAM,18.265399932861303,83.125,183831
427,BIHAR,PATNA,25.1343994140625,85.0,251850
428,GUJARAT,AMRELI,22.9487991333008,70.3125,229703
429,GUJARAT,MEHSANA,7.02514982223511,79.375,70794
430,KARNATAKA,KOLAR,13.269700050353999,77.5,133775
431,MADHAYA PRADESH,INDORE,22.636600494384798,75.3125,226753
432,MAHARASHTRA,BULDHANA,20.1387996673584,75.9375,201759
433,MAHARASHTRA,POONA,18.889799118042,73.4375,189734
434,MEGHALAYA,EAST GARO HILLS,25.1343994140625,91.25,251913
435,RAJASTHAN,SIKAR,27.3199996948242,75.0,273750
436,RAJASTHAN,BARAN,24.510000228881804,76.5625,245766
437,UTTAR PRADESH,BASTI,7.02514982223511,79.375,70794
438,WEST BENGAL,MIDNAPORE,21.3876991271973,87.1875,214872
439,JHARKHAND,SINGBHUM WEST� C,24.1977005004883,68.125,242681
440,BIHAR,KHAGARIA,25.4466991424561,86.25,254863
441,GUJARAT,BARODA,22.0121002197266,73.125,220731
442,HARYANA,KAITHAL,29.5055999755859,76.25,295763
443,KARNATAKA,BANGALORE RURAL,12.333000183105499,77.1875,123772
444,KARNATAKA,BIJAPUR,17.0165004730225,75.625,170756
445,KERALA,PALAKKAD,10.459699630737301,76.5625,105766
446,MADHAYA PRADESH,SAGAR,23.260999679565398,79.0625,233791
447,MAHARASHTRA,AURANGABAD,20.1387996673584,75.3125,201753
448,MAHARASHTRA,NAGPUR,21.0753993988037,79.0625,211791
449,MIZORAM,AIZWAL,23.260999679565398,92.5,233925
450,ORISSA,BALASORE,21.3876991271973,87.1875,214872
451,RAJASTHAN,JHUNJHUNU,27.3199996948242,75.3125,273753
452,TAMILNADU,ERODE,11.396400451660199,77.1875,114772
453,TAMILNADU,KANNIYAKUMARI,7.02514982223511,79.375,70794
454,TAMILNADU,KRISHNAGIRI,12.333000183105499,77.5,123775
455,ANDHRA PRADESH,EAST GODAVARI,16.704200744628903,82.1875,167822
456,ANDHRA PRADESH,GUNTUR,16.3920001983643,79.6875,164797
457,BIHAR,CHAMPARAN.EAST,26.38330078125,85.0,264850
458,GUJARAT,BARODA,22.0121002197266,73.4375,220734
459,GUJARAT,BHAVNAGAR,21.3876991271973,71.5625,214716
460,GUJARAT,PORBANDAR,7.02514982223511,79.375,70794
461,HIMACHAL PRADESH,SIRMUR,30.4423007965088,77.1875,304772
462,MADHAYA PRADESH,SEHORE,23.260999679565398,77.1875,233772
463,MAHARASHTRA,WASHIM,20.1387996673584,75.9375,201759
464,ORISSA,JHARSUGUDA,21.3876991271973,84.0625,214841
465,ORISSA,KANDHAMAL,20.1387996673584,83.4375,201834
466,UTTAR PRADESH,HAMIRPUR,25.4466991424561,79.375,254794
467,UTTAR PRADESH,KANPUR CITY,26.071100234985398,80.0,261800
468,UTTARAKHAND,HARDWAR,29.5055999755859,78.125,295781
469,KARNATAKA,MYSORE,12.0207996368408,76.25,120763
470,PUNJAB,FARIDKOT,30.4423007965088,74.375,304744
471,ASSAM,MORIGAON,26.071100234985398,92.1875,261922
472,HARYANA,FARIDABAD,27.944499969482397,77.1875,279772
473,MADHAYA PRADESH,SIDHI,24.1977005004883,81.5625,242816
474,MAHARASHTRA,GONDIA,21.3876991271973,80.0,214800
475,RAJASTHAN,BARMER,25.4466991424561,71.25,254713
476,RAJASTHAN,BHARATPUR,27.007799148559602,77.1875,270772
477,RAJASTHAN,BHILWARA,25.1343994140625,74.375,251744
478,RAJASTHAN,PALI,25.1343994140625,73.125,251731
479,RAJASTHAN,RAJASMAND,25.4466991424561,73.4375,254734
480,TAMILNADU,VIRUDHUNAGAR,9.21074962615967,77.5,92775
481,UTTAR PRADESH,FIROZABAD,27.007799148559602,78.4375,270784
482,UTTAR PRADESH,MIRZAPUR,7.02514982223511,79.375,70794
483,BIHAR,DEOGHAR,24.1977005004883,86.25,242863
484,BIHAR,SAHARSA,26.38330078125,86.875,264869
485,GUJARAT,AMRELI,21.3876991271973,71.25,214713
486,UTTAR PRADESH,S.RAVIDAS NAGAR,25.1343994140625,82.1875,251822
487,CHATISGARH,RAIPUR,21.3876991271973,81.5625,214816
