State,District,Latitude,Longitude,StationId
ANDHRA PRADESH,EAST GODAVARI,16.3920001983643,81.875,164819
ASSAM,CACHAR,24.1977005004883,92.5,242925
HIMACHAL PRADESH,SIMLA/MAHASU,30.4423007965088,77.5,304775
KARNATAKA,TUMKUR,12.645299911499,76.875,126769
ORISSA,PURI,19.5142993927002,85.9375,195859
RAJASTHAN,JHALAWAR,23.573299407959,75.625,236756
UTTAR PRADESH,BARA BANKI,26.6956005096436,81.25,267813
UTTAR PRADESH,SAHARANPUR,29.5055999755859,77.5,295775
WEST BENGAL,BURDWAN,23.260999679565398,87.1875,233872
JHARKHAND,RANCHI,7.02514982223511,79.375,70794
