State,District,Latitude,Longitude,StationId
ANDHRA PRADESH,KURNOOL,15.1430997848511,78.125,151781
TELANGANA,MEDAK,18.265399932861303,78.4375,183784
BIHAR,SUPAUL,26.38330078125,86.875,264869
GUJARAT,AMRELI,7.02514982223511,79.375,70794
GUJARAT,JAMNAGAR,22.0121002197266,69.375,220694
GUJARAT,MEHSANA,23.573299407959,72.5,236725
HIMACHAL PRADESH,KULU,31.378999710082997,77.1875,314772
JAMMU AND KASHMIR,ANANTNAG,33.2523994445801,75.3125,333753
KARNATAKA,KOPPAL,15.4553003311157,76.25,155763
KERALA,KANNUR,11.7086000442505,75.3125,117753
RAJASTHAN,BIKANER,27.3199996948242,73.4375,273734
TAMILNADU,NAMAKKAL,11.084099769592301,78.125,111781
UTTAR PRADESH,ETAWAH,7.02514982223511,79.375,70794
