State,District,Latitude,Longitude,StationId
HARYANA,FARIDABAD,27.632299423217802,77.1875,276772
MADHAYA PRADESH,CHHATARPUR,25.1343994140625,79.375,251794
MADHAYA PRADESH,DAMOH,23.573299407959,79.375,236794
MAHARASHTRA,POONA,18.577600479126,73.125,186731
MAHARASHTRA,GONDIA,21.3876991271973,79.6875,214797
ORISSA,BARGARH,21.3876991271973,83.125,214831
PUNJAB,LUDHIANA,7.02514982223511,79.375,70794
RAJASTHAN,AJMER,25.4466991424561,74.0625,254741
RAJASTHAN,ALWAR,27.3199996948242,76.25,273763
WEST BENGAL,DINAJPUR NORTH,7.02514982223511,79.375,70794
JHARKHAND,PALAMAU,24.1977005004883,84.0625,242841
CHATISGARH,KORBA,22.324399948120103,82.5,223825
