State,District,Latitude,Longitude,StationId
TELANGANA,NIZAMABAD,18.577600479126,78.125,186781
TELANGANA,RANGAREDDY,17.3286991119385,77.5,173775
ASSAM,CACHAR,24.510000228881804,92.5,245925
BIHAR,MADHEPURA,26.38330078125,86.5625,264866
BIHAR,SITAMARHI,26.38330078125,85.3125,264853
BIHAR,SUPAUL,26.071100234985398,86.25,261863
GUJARAT,JAMNAGAR,22.324399948120103,70.0,223700
HARYANA,HISSAR,29.5055999755859,75.9375,295759
HIMACHAL PRADESH,SOLAN,30.4423007965088,76.875,304769
KARNATAKA,KANARA NORTH,13.8942003250122,74.375,139744
RAJASTHAN,ALWAR,27.632299423217802,76.25,276763
RAJASTHAN,JHALAWAR,24.1977005004883,75.9375,242759
RAJASTHAN,JHUNJHUNU,27.944499969482397,75.3125,279753
UTTAR PRADESH,BIJNOR,29.1933994293213,78.125,292781
UTTAR PRADESH,SITAPUR,27.007799148559602,80.625,270806
