State,District,Latitude,Longitude,StationId
ANDHRA PRADESH,KRISHNA,16.0797996520996,80.9375,161809
TELANGANA,MAHBUBNAGAR,16.3920001983643,77.1875,164772
BIHAR,BHOJPUR,7.02514982223511,79.375,70794
BIHAR,PATNA,25.1343994140625,84.375,251844
GUJARAT,RAJKOT,21.6998996734619,70.625,217706
KARNATAKA,BELLARY,16.0797996520996,76.25,161763
KARNATAKA,CHITRADURGA,14.206399917602502,76.25,142763
NAGALAND,TUENSANG,26.071100234985398,94.375,261944
RAJASTHAN,BUNDI,25.1343994140625,75.625,251756
TAMILNADU,MADURAI,9.52297973632813,78.125,95781
TAMILNADU,NAGAPATTINAM,10.147399902343802,79.375,101794
JHARKHAND,DHANBAD,23.573299407959,86.25,236863
