State,District,Latitude,Longitude,StationId
TELANGANA,ADILABAD,19.202100753784197,79.0625,192791
ARUNACHAL PRADESH,TIRAP,27.3199996948242,95.9375,273959
BIHAR,BHOJPUR,25.1343994140625,84.0625,251841
GUJARAT,BARODA,22.324399948120103,73.4375,223734
GUJARAT,KUTCH,7.02514982223511,79.375,70794
MADHAYA PRADESH,KHARGONE,22.0121002197266,75.9375,220759
MADHAYA PRADESH,SHIVPURI,25.1343994140625,78.125,251781
UTTAR PRADESH,BULANDSHAHR,28.256700515747102,78.125,283781
UTTAR PRADESH,DEORIA,26.071100234985398,83.4375,261834
UTTAR PRADESH,GONDA,26.6956005096436,81.5625,267816
