State,District,Latitude,Longitude,StationId
GUJARAT,SABARKANTHA,23.573299407959,73.125,236731
JAMMU AND KASHMIR,UDHAMPUR,32.9401016235352,74.6875,329747
MAHARASHTRA,RATNAGIRI,17.3286991119385,73.4375,173734
ORISSA,KHURDA,19.5142993927002,85.3125,195853
ORISSA,RAYAGADA,19.5142993927002,83.4375,195834
RAJASTHAN,JALORE,24.510000228881804,72.1875,245722
TAMILNADU,CUDDALORE,11.396400451660199,79.375,114794
TAMILNADU,TIRUVANNAMALAI,12.0207996368408,78.4375,120784
UTTAR PRADESH,AGRA,7.02514982223511,79.375,70794
UTTAR PRADESH,BALRAMPUR,27.3199996948242,82.1875,273822
UTTAR PRADESH,HARDOI,27.007799148559602,80.0,270800
UTTAR PRADESH,SULTANPUR,7.02514982223511,79.375,70794
WEST BENGAL,BURDWAN,23.260999679565398,88.125,233881
JHARKHAND,PAKUR,24.1977005004883,87.1875,242872
