State,District,Latitude,Longitude,StationId
ANDHRA PRADESH,KURNOOL,15.4553003311157,77.1875,155772
HARYANA,SONEPAT,28.881200790405302,76.875,289769
MAHARASHTRA,BHANDARA,21.3876991271973,79.375,214794
ORISSA,NAWAPARA,20.1387996673584,82.5,201825
ORISSA,SUNDARGARH,21.3876991271973,84.6875,214847
RAJASTHAN,AJMER,26.071100234985398,75.0,261750
RAJASTHAN,CHITTORGARH,23.8854999542236,74.375,239744
TAMILNADU,KANNIYAKUMARI,7.961840152740481,77.1875,80772
UTTAR PRADESH,ETAH,27.3199996948242,78.4375,273784
UTTAR PRADESH,ETAWAH,26.38330078125,79.0625,264791
JHARKHAND,HAZARIBAGH,23.573299407959,85.3125,236853
