State,District,Latitude,Longitude,StationId
ASSAM,KARBI ANGLONG,26.071100234985398,93.4375,261934
BIHAR,GOPALGANJ,26.38330078125,84.0625,264841
GUJARAT,SURAT,21.0753993988037,73.4375,211734
GUJARAT,GANDHINAGAR,23.260999679565398,72.5,233725
LADAKH,LADAKH,34.5013008117676,77.1875,345772
KARNATAKA,KODAGU,12.0207996368408,75.625,120756
KARNATAKA,TUMKUR,14.206399917602502,77.1875,142772
ORISSA,BHADRAK,20.451000213623,86.5625,205866
ORISSA,JAGATSINGHPUR,20.1387996673584,86.5625,201866
TAMILNADU,PERAMBALUR,10.147399902343802,78.4375,101784
