State,District,Latitude,Longitude,StationId
ARUNACHAL PRADESH,WEST KAMENG,27.007799148559602,92.1875,270922
BIHAR,MADHEPURA,25.4466991424561,86.875,254869
GUJARAT,KUTCH,23.260999679565398,70.3125,233703
GUJARAT,GANDHINAGAR,7.02514982223511,79.375,70794
JAMMU AND KASHMIR,KATHUA,32.315700531005895,75.3125,323753
KARNATAKA,MYSORE,11.7086000442505,76.25,117763
MADHAYA PRADESH,BALAGHAT,21.3876991271973,80.3125,214803
MAHARASHTRA,POONA,17.953199386596697,75.0,180750
ORISSA,KHURDA,7.02514982223511,79.375,70794
UTTAR PRADESH,SHRAWASTI,7.02514982223511,79.375,70794
