State,District,Latitude,Longitude,StationId
TELANGANA,HYDERABAD,17.3286991119385,78.4375,173784
BIHAR,NAWADAH,24.510000228881804,85.3125,245853
GUJARAT,BHAVNAGAR,21.3876991271973,71.25,214713
GUJARAT,KAIRA/KHEDA,22.636600494384798,72.5,226725
GUJARAT,RAJKOT,22.636600494384798,70.625,226706
HIMACHAL PRADESH,BILASPUR,31.0667991638184,76.5625,311766
KARNATAKA,CHAMARAJANAGA,12.0207996368408,77.1875,120772
KARNATAKA,KODAGU,12.333000183105499,75.625,123756
KERALA,PATHANAMTHITTA,9.21074962615967,76.25,92763
MADHAYA PRADESH,SEHORE,22.9487991333008,76.5625,229766
MAHARASHTRA,POONA,18.265399932861303,74.0625,183741
ORISSA,MAYURBHANJ,21.3876991271973,85.625,214856
UTTAR PRADESH,GHAZIPUR,25.4466991424561,83.4375,254834
