State,District,Latitude,Longitude,StationId
BIHAR,SAHARSA,7.02514982223511,79.375,70794
GUJARAT,BANASKANTHA,23.8854999542236,71.5625,239716
HARYANA,SONEPAT,28.256700515747102,76.25,283763
HIMACHAL PRADESH,SIMLA/MAHASU,31.0667991638184,77.1875,311772
MADHAYA PRADESH,DHAR,22.324399948120103,74.6875,223747
ORISSA,KENDRAPARA,20.451000213623,86.25,205863
ORISSA,NAYAGARH,7.02514982223511,79.375,70794
RAJASTHAN,DAUSA,26.38330078125,76.25,264763
TAMILNADU,COIMBATORE,7.02514982223511,79.375,70794
TAMILNADU,THOOTHUKUDI,9.21074962615967,77.5,92775
UTTAR PRADESH,AMBEDKAR NAGAR,26.38330078125,82.1875,264822
