State,District,Latitude,Longitude,StationId
TELANGANA,ADILABAD,19.5142993927002,78.4375,195784
TELANGANA,KHAMMAM,17.6408996582031,80.625,176806
ANDHRA PRADESH,SRIKAKULAM,18.265399932861303,83.4375,183834
HARYANA,GURGAON,28.256700515747102,76.875,283769
KARNATAKA,GULBARGA,16.3920001983643,76.25,164763
KARNATAKA,KANARA SOUTH,12.645299911499,76.25,126763
MAHARASHTRA,GADCHIROLI,20.1387996673584,80.0,201800
RAJASTHAN,AJMER,26.38330078125,74.375,264744
UTTAR PRADESH,ALLAHABAD,25.1343994140625,81.5625,251816
WEST BENGAL,BURDWAN,7.02514982223511,79.375,70794
WEST BENGAL,DINAJPUR NORTH,25.1343994140625,88.125,251881
