State,District,Latitude,Longitude,StationId
ARUNACHAL PRADESH,WEST KAMENG,27.3199996948242,92.1875,273922
ASSAM,KAMRUP,26.071100234985398,91.25,261913
GUJARAT,BROACH,21.3876991271973,72.5,214725
HIMACHAL PRADESH,LAHUL AND SPITI,32.315700531005895,76.25,323763
KARNATAKA,SHIMOGA,14.206399917602502,75.3125,142753
KARNATAKA,UDUPI,13.269700050353999,74.6875,133747
KERALA,PALAKKAD,10.459699630737301,77.1875,105772
MADHAYA PRADESH,NEEMUCH,24.510000228881804,74.375,245744
MAHARASHTRA,NANDED,19.202100753784197,77.1875,192772
MAHARASHTRA,NASIK,20.1387996673584,74.0625,201741
ORISSA,SAMBALPUR,7.02514982223511,79.375,70794
RAJASTHAN,BANSWARA,23.260999679565398,74.0625,233741
RAJASTHAN,BUNDI,25.4466991424561,75.3125,254753
RAJASTHAN,GANGANAGAR,29.1933994293213,73.4375,292734
RAJASTHAN,JHALAWAR,24.510000228881804,76.25,245763
RAJASTHAN,RAJASMAND,25.4466991424561,74.0625,254741
TAMILNADU,THOOTHUKUDI,8.274060249328612,78.125,83781
UTTAR PRADESH,PRATAPGARH,25.4466991424561,81.25,254813
