State,District,Latitude,Longitude,StationId
BIHAR,KHAGARIA,25.4466991424561,86.5625,254866
BIHAR,SARAN,26.071100234985398,84.0625,261841
GUJARAT,RAJKOT,22.0121002197266,70.3125,220703
MADHAYA PRADESH,MANDSAUR,23.8854999542236,75.0,239750
MADHAYA PRADESH,REWA,24.1977005004883,81.25,242813
MAHARASHTRA,SANGLI,17.0165004730225,75.0,170750
MAHARASHTRA,GADCHIROLI,19.5142993927002,80.3125,195803
RAJASTHAN,KOTAH,24.510000228881804,76.25,245763
UTTAR PRADESH,SHAHUJI M NAGAR,25.1343994140625,80.625,251806
CHATISGARH,RAJNANDGAON,21.3876991271973,80.9375,214809
