State,District,Latitude,Longitude,StationId
ANDHRA PRADESH,NELLORE,14.206399917602502,79.6875,142797
ASSAM,BONGAIGAON,26.38330078125,90.3125,264903
BIHAR,CHAMPARAN.WEST,27.007799148559602,84.0625,270841
BIHAR,GAYA,24.510000228881804,84.6875,245847
BIHAR,PURNEA,25.4466991424561,87.1875,254872
KERALA,WAYANAD,11.396400451660199,75.9375,114759
MAHARASHTRA,DHULIA,21.0753993988037,74.0625,211741
ORISSA,BARGARH,20.451000213623,82.5,205825
ORISSA,KALAHANDI,19.5142993927002,83.125,195831
ORISSA,KEONJHAR,7.02514982223511,79.375,70794
PUNJAB,HOSHIARPUR,31.0667991638184,75.9375,311759
RAJASTHAN,HANUMANGARH,29.1933994293213,75.0,292750
UTTAR PRADESH,BIJNOR,29.1933994293213,78.4375,292784
SIKKIM,EAST SIKKIM,27.007799148559602,88.4375,270884
