State,District,Latitude,Longitude,StationId
ANDHRA PRADESH,CUDDAPAH,15.1430997848511,79.0625,151791
MADHAYA PRADESH,PANNA,24.510000228881804,80.0,245800
MADHAYA PRADESH,SHEOPUR,25.4466991424561,76.5625,254766
MAHARASHTRA,JALNA,20.1387996673584,75.9375,201759
MIZORAM,CHHIMTUIPUI,22.636600494384798,92.5,226925
RAJASTHAN,JAIPUR,27.007799148559602,75.3125,270753
RAJASTHAN,PALI,25.4466991424561,73.125,254731
UTTAR PRADESH,BARA BANKI,27.007799148559602,81.25,270813
UTTAR PRADESH,BAREILLY,28.5688991546631,79.375,286794
UTTAR PRADESH,JALAUN,25.4466991424561,79.375,254794
UTTARAKHAND,RUDRAPRAYAG,7.02514982223511,79.375,70794
CHATISGARH,DURG,21.3876991271973,81.25,214813
