State,District,Latitude,Longitude,StationId
GUJARAT,SURAT,21.0753993988037,72.5,211725
GUJARAT,SURENDRANAGAR,22.636600494384798,71.25,226713
HIMACHAL PRADESH,KANGRA,7.02514982223511,79.375,70794
HIMACHAL PRADESH,MANDI,31.378999710082997,76.5625,314766
KARNATAKA,CHICKMAGALUR,13.269700050353999,75.0,133750
KARNATAKA,MYSORE,12.333000183105499,76.5625,123766
KARNATAKA,RAICHUR,16.704200744628903,76.25,167763
MADHAYA PRADESH,BALAGHAT,22.0121002197266,80.3125,220803
MAHARASHTRA,BHANDARA,20.451000213623,79.6875,205797
MAHARASHTRA,BHIR,18.577600479126,76.25,186763
TAMILNADU,THOOTHUKUDI,8.58629035949707,78.125,86781
JHARKHAND,JAMTARA,23.573299407959,86.5625,236866
