State,District,Latitude,Longitude,StationId
ASSAM,BONGAIGAON,26.38330078125,90.625,264906
ASSAM,HAILAKANDI,24.1977005004883,92.1875,242922
BIHAR,GAYA,24.510000228881804,68.125,245681
BIHAR,SAMASTIPUR,25.4466991424561,85.9375,254859
GUJARAT,BULSAR/VALSAD,20.1387996673584,73.125,201731
GUJARAT,KUTCH,23.260999679565398,69.0625,233691
HIMACHAL PRADESH,UNA,32.315700531005895,76.5625,323766
KARNATAKA,KODAGU,12.645299911499,75.3125,126753
RAJASTHAN,CHURU,27.944499969482397,74.0625,279741
UTTAR PRADESH,HARDOI,27.3199996948242,79.6875,273797
WEST BENGAL,MURSHIDABAD,23.573299407959,88.125,236881
