State,District,Latitude,Longitude,StationId
ANDHRA PRADESH,NELLORE,14.5186004638672,79.0625,145791
HIMACHAL PRADESH,CHAMBA,32.315700531005895,75.9375,323759
JAMMU AND KASHMIR,KARGIL,34.189098358154304,75.9375,342759
KARNATAKA,KOLAR,12.957500457763699,78.125,130781
PUNJAB,FEROZEPORE,7.02514982223511,79.375,70794
TAMILNADU,TIRUVANNAMALAI,12.333000183105499,79.0625,123791
TAMILNADU,TIRUVANNAMALAI,12.0207996368408,79.0625,120791
UTTAR PRADESH,BAHRAICH,27.632299423217802,81.25,276813
UTTAR PRADESH,BAREILLY,28.256700515747102,79.375,283794
WEST BENGAL,HOOGLY,22.636600494384798,87.5,226875
JHARKHAND,KODARMA,24.1977005004883,85.3125,242853
