State,District,Latitude,Longitude,StationId
TELANGANA,KARIMNAGAR,18.265399932861303,78.4375,183784
GUJARAT,KUTCH,23.573299407959,68.4375,236684
GUJARAT,PANCH-MAHALS,22.636600494384798,73.4375,226734
GUJARAT,PATAN,23.573299407959,72.1875,236722
HIMACHAL PRADESH,KINNAUR,31.378999710082997,77.5,314775
MADHAYA PRADESH,KHANDWA,22.0121002197266,76.5625,220766
MAHARASHTRA,DHULIA,20.451000213623,74.375,205744
ORISSA,NAWAPARA,20.451000213623,82.5,205825
RAJASTHAN,JHUNJHUNU,7.02514982223511,79.375,70794
TAMILNADU,DHARMAPURI,12.0207996368408,78.4375,120784
TAMILNADU,RAMANATHAPURA,9.52297973632813,78.4375,95784
TAMILNADU,THOOTHUKUDI,8.274060249328612,77.5,83775
UTTAR PRADESH,BAGHPAT,28.5688991546631,77.1875,286772
WEST BENGAL,PURULIA,23.260999679565398,86.25,233863
