State,District,Latitude,Longitude,StationId
ANDHRA PRADESH,ANANTAPUR,14.206399917602502,76.5625,142766
TELANGANA,MAHBUBNAGAR,16.3920001983643,78.125,164781
ANDHRA PRADESH,VIZIANAGARAM,18.265399932861303,83.125,183831
BIHAR,PATNA,25.1343994140625,85.0,251850
GUJARAT,AMRELI,22.9487991333008,70.3125,229703
GUJARAT,MEHSANA,7.02514982223511,79.375,70794
KARNATAKA,KOLAR,13.269700050353999,77.5,133775
MADHAYA PRADESH,INDORE,22.636600494384798,75.3125,226753
MAHARASHTRA,BULDHANA,20.1387996673584,75.9375,201759
MAHARASHTRA,POONA,18.889799118042,73.4375,189734
MEGHALAYA,EAST GARO HILLS,25.1343994140625,91.25,251913
RAJASTHAN,SIKAR,27.3199996948242,75.0,273750
RAJASTHAN,BARAN,24.510000228881804,76.5625,245766
UTTAR PRADESH,BASTI,7.02514982223511,79.375,70794
WEST BENGAL,MIDNAPORE,21.3876991271973,87.1875,214872
JHARKHAND,SINGBHUM WEST� C,24.1977005004883,68.125,242681
