State,District,Latitude,Longitude,StationId
ANDHRA PRADESH,CHITTOR,13.5819997787476,79.375,136794
HARYANA,KURUKSHTRA,29.5055999755859,76.5625,295766
JAMMU AND KASHMIR,ANANTNAG,33.876800537109396,75.3125,339753
KARNATAKA,BELLARY,15.1430997848511,76.5625,151766
KARNATAKA,CHAMARAJANAGA,11.7086000442505,76.25,117763
KARNATAKA,KOLAR,13.269700050353999,78.125,133781
KARNATAKA,UDUPI,12.957500457763699,75.0,130750
MADHAYA PRADESH,BETUL,22.0121002197266,77.5,220775
MADHAYA PRADESH,INDORE,22.324399948120103,75.3125,223753
ORISSA,KEONJHAR,21.3876991271973,85.3125,214853
TAMILNADU,ERODE,11.084099769592301,77.1875,111772
TAMILNADU,TIRUNELVELI,8.58629035949707,77.5,86775
