State,District,Latitude,Longitude,StationId
ANDHRA PRADESH,CHITTOR,13.269700050353999,79.6875,133797
TELANGANA,MEDAK,17.953199386596697,78.125,180781
ANDHRA PRADESH,NELLORE,13.5819997787476,79.375,136794
ASSAM,KAMRUP,26.071100234985398,91.5625,261916
GUJARAT,BARODA,22.324399948120103,74.0625,223741
GUJARAT,SURENDRANAGAR,22.9487991333008,71.25,229713
HARYANA,GURGAON,27.632299423217802,76.5625,276766
JAMMU AND KASHMIR,ANANTNAG,33.2523994445801,75.0,333750
PUNJAB,KAPURTHALA,31.0667991638184,75.625,311756
WEST BENGAL,HOOGLY,22.636600494384798,88.125,226881
