State,District,Latitude,Longitude,StationId
ANDHRA PRADESH,ANANTAPUR,13.8942003250122,77.5,139775
ANDHRA PRADESH,SRIKAKULAM,18.265399932861303,84.0625,183841
HIMACHAL PRADESH,HAMIRPUR,31.378999710082997,76.25,314763
KARNATAKA,CHICKMAGALUR,12.957500457763699,75.3125,130753
KERALA,KOZHIKODE,11.396400451660199,75.3125,114753
MAHARASHTRA,WARDHA,20.451000213623,78.4375,205784
MAHARASHTRA,GADCHIROLI,19.202100753784197,79.375,192794
RAJASTHAN,JALORE,25.1343994140625,72.1875,251722
UTTAR PRADESH,PRATAPGARH,25.4466991424561,81.5625,254816
CHATISGARH,KORIYA,23.260999679565398,82.1875,233822
