State,District,Latitude,Longitude,StationId
ANDHRA PRADESH,VIZIANAGARAM,17.953199386596697,83.125,180831
GUJARAT,BHAVNAGAR,21.0753993988037,71.875,211719
KARNATAKA,KANARA NORTH,14.5186004638672,74.6875,145747
MADHAYA PRADESH,RAJGARH,23.260999679565398,76.25,233763
MAHARASHTRA,AMRAOTI,21.0753993988037,77.1875,211772
MAHARASHTRA,KOLHAPUR,15.4553003311157,74.0625,155741
MAHARASHTRA,NASIK,20.451000213623,74.375,205744
ORISSA,GAJAPATI,18.577600479126,83.4375,186834
PUNJAB,BHATINDA,30.1301002502441,74.6875,301747
UTTAR PRADESH,HAMIRPUR,25.4466991424561,80.0,254800
BIHAR,DEOGHAR,24.1977005004883,86.5625,242866
