State,District,Latitude,Longitude,StationId
ANDHRA PRADESH,ANANTAPUR,13.5819997787476,77.1875,136772
ANDHRA PRADESH,ANANTAPUR,14.5186004638672,77.5,145775
ANDHRA PRADESH,EAST GODAVARI,17.3286991119385,82.1875,173822
KARNATAKA,HASSAN,12.645299911499,75.625,126756
KARNATAKA,RAICHUR,16.0797996520996,76.25,161763
MADHAYA PRADESH,UJJAIN,23.260999679565398,75.3125,233753
MAHARASHTRA,NANDURBAR,21.0753993988037,73.4375,211734
ORISSA,SAMBALPUR,21.3876991271973,83.4375,214834
UTTAR PRADESH,AZAMGARH,26.071100234985398,83.125,261831
UTTAR PRADESH,BANDA,25.1343994140625,80.3125,251803
