State,District,Latitude,Longitude,StationId
BIHAR,KHAGARIA,25.1343994140625,86.25,251863
HARYANA,HISSAR,29.5055999755859,75.625,295756
KERALA,THRISSUR,10.459699630737301,76.25,105763
MADHAYA PRADESH,JABALPUR,23.260999679565398,79.6875,233797
MADHAYA PRADESH,NARSINGHPUR,22.636600494384798,79.0625,226791
MAHARASHTRA,BULDHANA,21.0753993988037,76.25,211763
ORISSA,ANGUL,20.451000213623,85.0,205850
ORISSA,GAJAPATI,18.577600479126,84.0625,186841
ORISSA,KALAHANDI,19.202100753784197,82.5,192825
TAMILNADU,ERODE,11.396400451660199,77.5,114775
