State,District,Latitude,Longitude,StationId
HIMACHAL PRADESH,KANGRA,32.0035018920898,76.25,320763
KARNATAKA,BIJAPUR,16.0797996520996,75.625,161756
MAHARASHTRA,AHMEDNAGAR,19.5142993927002,74.375,195744
MAHARASHTRA,RATNAGIRI,17.3286991119385,73.125,173731
ORISSA,SUNDARGARH,21.6998996734619,83.4375,217834
RAJASTHAN,BARMER,25.1343994140625,70.0,251700
RAJASTHAN,RAJASMAND,24.510000228881804,73.4375,245734
TAMILNADU,VELLORE,12.333000183105499,78.4375,123784
UTTAR PRADESH,AZAMGARH,25.4466991424561,82.5,254825
UTTAR PRADESH,BAHRAICH,28.256700515747102,80.9375,283809
