State,District,Latitude,Longitude,StationId
BIHAR,BUXAR,25.4466991424561,83.4375,254834
BIHAR,JAHANABAD,25.1343994140625,84.375,251844
BIHAR,MADHUBANI,26.38330078125,85.9375,264859
GUJARAT,AHMEDABAD,22.324399948120103,71.5625,223716
HARYANA,PANIPAT,29.1933994293213,76.5625,292766
JAMMU AND KASHMIR,SRINAGAR,34.189098358154304,74.375,342744
KARNATAKA,BELGAUM,16.0797996520996,74.375,161744
KARNATAKA,KANARA NORTH,14.206399917602502,75.0,142750
MADHAYA PRADESH,BHOPAL,23.260999679565398,77.1875,233772
MADHAYA PRADESH,KHANDWA,21.3876991271973,76.25,214763
MAHARASHTRA,AURANGABAD,19.5142993927002,74.375,195744
MAHARASHTRA,JALGAON,20.1387996673584,75.0,201750
RAJASTHAN,BIKANER,27.944499969482397,73.125,279731
RAJASTHAN,JHUNJHUNU,27.944499969482397,75.625,279756
TAMILNADU,MADURAI,10.147399902343802,77.5,101775
TRIPURA,SOUTH TRIPURA,23.260999679565398,91.25,233913
UTTAR PRADESH,LUCKNOW,26.38330078125,80.625,264806
