State,District,Latitude,Longitude,StationId
ANDHRA PRADESH,EAST GODAVARI,17.3286991119385,81.5625,173816
TELANGANA,WARANGAL,18.265399932861303,80.3125,183803
ARUNACHAL PRADESH,UPPER SIANG,28.5688991546631,94.375,286944
BIHAR,JAMUI,25.1343994140625,85.625,251856
HARYANA,YAMUNANAGAR,7.02514982223511,79.375,70794
HARYANA,REWARI,27.944499969482397,76.25,279763
KARNATAKA,CHAMARAJANAGA,12.645299911499,76.5625,126766
MADHAYA PRADESH,CHINDWARA,21.3876991271973,78.4375,214784
MADHAYA PRADESH,DATIA,25.4466991424561,78.4375,254784
MADHAYA PRADESH,VIDISHA,23.8854999542236,77.1875,239772
MAHARASHTRA,PARBHANI,19.5142993927002,76.5625,195766
MAHARASHTRA,YEOTMAL,20.1387996673584,78.125,201781
MAHARASHTRA,WASHIM,20.1387996673584,77.5,201775
RAJASTHAN,JAIPUR,26.38330078125,75.3125,264753
TAMILNADU,TANJAVUR,10.459699630737301,78.4375,105784
TAMILNADU,TIRUCHIRAPALLI,10.459699630737301,78.4375,105784
UTTAR PRADESH,VARANASI,25.1343994140625,83.125,251831
CHATISGARH,DHAMTARI,20.451000213623,81.25,205813
