State,District,Latitude,Longitude,StationId
ANDHRA PRADESH,CHITTOR,12.333000183105499,78.125,123781
ANDHRA PRADESH,CUDDAPAH,15.4553003311157,78.4375,155784
ANDHRA PRADESH,KURNOOL,15.1430997848511,77.1875,151772
ASSAM,DIBRUGARH,27.3199996948242,95.0,273950
BIHAR,MADHEPURA,25.4466991424561,86.5625,254866
BIHAR,SARAN,26.071100234985398,84.375,261844
KARNATAKA,BELGAUM,16.0797996520996,75.0,161750
KARNATAKA,CHITRADURGA,13.5819997787476,76.25,136763
MADHAYA PRADESH,MORENA,26.071100234985398,77.1875,261772
MADHAYA PRADESH,RAJGARH,23.573299407959,76.5625,236766
MAHARASHTRA,AHMEDNAGAR,18.265399932861303,74.375,183744
MAHARASHTRA,GADCHIROLI,20.1387996673584,79.6875,201797
ORISSA,KHURDA,20.1387996673584,85.625,201856
PUNJAB,SANGRUR,30.4423007965088,75.625,304756
RAJASTHAN,NAGOUR,26.38330078125,74.0625,264741
RAJASTHAN,TONK,25.4466991424561,75.3125,254753
ANDAMAN AND NICOBAR ISLANDS,BAY ISLANDS,7.02514982223511,82.5,70825
UTTARAKHAND,ALMORA,29.5055999755859,79.375,295794
