State,District,Latitude,Longitude,StationId
TELANGANA,RANGAREDDY,17.3286991119385,78.125,173781
BIHAR,SAMASTIPUR,25.4466991424561,85.625,254856
GUJARAT,AHMEDABAD,22.0121002197266,71.5625,220716
KARNATAKA,CHITRADURGA,14.5186004638672,76.5625,145766
KARNATAKA,KOLAR,13.269700050353999,77.1875,133772
KERALA,THRISSUR,10.147399902343802,75.9375,101759
MAHARASHTRA,MUMBAI CITY,19.202100753784197,72.5,192725
NAGALAND,TUENSANG,25.4466991424561,94.375,254944
RAJASTHAN,NAGOUR,27.007799148559602,73.4375,270734
RAJASTHAN,KARAULI,26.071100234985398,76.5625,261766
TAMILNADU,PUDUKOTTAI,7.02514982223511,79.375,70794
TAMILNADU,TIRUCHIRAPALLI,10.459699630737301,78.125,105781
UTTAR PRADESH,KHUSHINAGAR,26.38330078125,83.4375,264834
UTTAR PRADESH,PILIBHIT,28.256700515747102,80.0,283800
UTTARAKHAND,CHAMOLI,30.1301002502441,79.0625,301791
