State,District,Latitude,Longitude,StationId
GUJARAT,PANCH-MAHALS,22.9487991333008,73.4375,229734
HARYANA,BHIWANI,28.256700515747102,76.25,283763
MADHAYA PRADESH,BETUL,21.3876991271973,78.125,214781
MADHAYA PRADESH,DHAR,22.324399948120103,75.3125,223753
MAHARASHTRA,BHIR,19.202100753784197,76.25,192763
MAHARASHTRA,JALGAON,21.0753993988037,75.3125,211753
ORISSA,PURI,19.5142993927002,85.3125,195853
SIKKIM,SOUTHSIKKIM,27.007799148559602,88.4375,270884
UTTARAKHAND,HARDWAR,29.5055999755859,77.5,295775
CHATISGARH,RAJNANDGAON,21.0753993988037,80.3125,211803
