State,District,Latitude,Longitude,StationId
ANDHRA PRADESH,ANANTAPUR,14.5186004638672,77.1875,145772
ARUNACHAL PRADESH,EAST KAMENG,27.007799148559602,92.5,270925
GUJARAT,AHMEDABAD,22.9487991333008,71.875,229719
KARNATAKA,BIJAPUR,16.0797996520996,76.25,161763
KERALA,PALAKKAD,10.147399902343802,76.25,101763
KERALA,PATHANAMTHITTA,9.21074962615967,76.5625,92766
KERALA,WAYANAD,11.396400451660199,76.25,114763
TAMILNADU,NAMAKKAL,11.396400451660199,78.125,114781
UTTAR PRADESH,FATEHPUR,7.02514982223511,79.375,70794
JHARKHAND,RANCHI,23.260999679565398,85.0,233850
