State,District,Latitude,Longitude,StationId
ASSAM,DIBRUGARH,27.3199996948242,94.375,273944
GUJARAT,KUTCH,23.260999679565398,68.4375,233684
JAMMU AND KASHMIR,JAMMU,32.315700531005895,74.6875,323747
MADHAYA PRADESH,KHARGONE,21.0753993988037,75.0,211750
MADHAYA PRADESH,SHAJAPUR,23.573299407959,75.9375,236759
MAHARASHTRA,NANDED,18.265399932861303,77.5,183775
MAHARASHTRA,SATARA,17.953199386596697,74.0625,180741
WEST BENGAL,COOCH BEHAR,26.071100234985398,89.375,261894
WEST BENGAL,HOWRAH,22.324399948120103,87.5,223875
WEST BENGAL,MALDA,25.1343994140625,87.5,251875
WEST BENGAL,24 PARGANAS N,22.9487991333008,88.4375,229884
