State,District,Latitude,Longitude,StationId
ASSAM,LAKHIMPUR,27.3199996948242,94.0625,273941
BIHAR,JAMUI,24.510000228881804,86.25,245863
KARNATAKA,SHIMOGA,13.8942003250122,75.0,139750
MADHAYA PRADESH,MANDLA,22.324399948120103,80.0,223800
MAHARASHTRA,DHULIA,21.0753993988037,74.375,211744
MAHARASHTRA,NAGPUR,20.451000213623,79.0625,205791
MAHARASHTRA,SINDHUDURG,16.0797996520996,73.4375,161734
ORISSA,KEONJHAR,21.0753993988037,85.3125,211853
TAMILNADU,TANJAVUR,10.147399902343802,79.0625,101791
UTTARAKHAND,UTTAR KASHI,30.4423007965088,78.125,304781
