State,District,Latitude,Longitude,StationId
TELANGANA,KHAMMAM,17.3286991119385,80.625,173806
GUJARAT,BROACH,22.0121002197266,72.5,220725
GUJARAT,DOHAD,7.02514982223511,79.375,70794
HIMACHAL PRADESH,SIMLA/MAHASU,31.0667991638184,77.5,311775
KARNATAKA,BIJAPUR,16.3920001983643,75.625,164756
KARNATAKA,CHICKMAGALUR,13.5819997787476,75.9375,136759
KARNATAKA,SHIMOGA,14.206399917602502,74.375,142744
MADHAYA PRADESH,DHAR,22.324399948120103,74.375,223744
MADHAYA PRADESH,SATNA,24.1977005004883,80.3125,242803
MAHARASHTRA,PARBHANI,19.202100753784197,76.875,192769
MAHARASHTRA,RATNAGIRI,16.704200744628903,73.125,167731
ORISSA,DHENKANAL,7.02514982223511,79.375,70794
TAMILNADU,KANCHEEPURAM,12.645299911499,80.0,126800
UTTAR PRADESH,ETAH,27.632299423217802,78.4375,276784
UTTAR PRADESH,GONDA,27.007799148559602,81.5625,270816
UTTAR PRADESH,MAHAMAYA NAGA,27.3199996948242,77.5,273775
WEST BENGAL,COOCH BEHAR,26.071100234985398,88.4375,261884
