State,District,Latitude,Longitude,StationId
ANDHRA PRADESH,CUDDAPAH,14.206399917602502,79.0625,142791
TELANGANA,MAHBUBNAGAR,16.0797996520996,78.125,161781
ANDHRA PRADESH,VISAKHAPATNAM,18.265399932861303,82.5,183825
GUJARAT,BULSAR/VALSAD,7.02514982223511,79.375,70794
GUJARAT,SURAT,21.3876991271973,73.125,214731
KARNATAKA,SHIMOGA,13.8942003250122,75.3125,139753
MADHAYA PRADESH,CHHATARPUR,24.510000228881804,79.375,245794
MANIPUR,IMPHAL,24.510000228881804,93.4375,245934
ORISSA,KEONJHAR,22.0121002197266,85.3125,220853
RAJASTHAN,HANUMANGARH,29.5055999755859,74.0625,295741
