State,District,Latitude,Longitude,StationId
TELANGANA,ADILABAD,18.577600479126,77.5,186775
GUJARAT,BANASKANTHA,24.1977005004883,72.1875,242722
HARYANA,HISSAR,7.02514982223511,79.375,70794
KARNATAKA,CHITRADURGA,13.8942003250122,76.5625,139766
KARNATAKA,GULBARGA,16.704200744628903,76.875,167769
MAHARASHTRA,SATARA,17.3286991119385,73.4375,173734
RAJASTHAN,DHOLPUR,26.6956005096436,78.125,267781
TAMILNADU,THIRUVARUR,10.459699630737301,79.375,105794
UTTAR PRADESH,KHERI LAKHIMPUR,28.256700515747102,80.9375,283809
WEST BENGAL,MIDNAPORE,22.0121002197266,88.125,220881
CHATISGARH,RAIPUR,20.451000213623,82.1875,205822
