State,District,Latitude,Longitude,StationId
ANDHRA PRADESH,WEST GODAVARI,16.3920001983643,81.25,164813
GUJARAT,KUTCH,22.9487991333008,70.0,229700
HIMACHAL PRADESH,KULU,31.6912002563477,77.1875,317772
KARNATAKA,DAVANAGERE,14.206399917602502,76.25,142763
MADHAYA PRADESH,DATIA,25.4466991424561,78.125,254781
MADHAYA PRADESH,HARDA,22.324399948120103,77.1875,223772
MADHAYA PRADESH,JHABUA,22.324399948120103,74.0625,223741
MADHAYA PRADESH,SHAJAPUR,23.260999679565398,76.5625,233766
MAHARASHTRA,AHMEDNAGAR,19.202100753784197,75.0,192750
MAHARASHTRA,SANGLI,16.704200744628903,74.0625,167741
MAHARASHTRA,WARDHA,20.1387996673584,78.4375,201784
UTTAR PRADESH,MUZAFFARNAGAR,29.1933994293213,77.5,292775
UTTAR PRADESH,SITAPUR,7.02514982223511,79.375,70794
