State,District,Latitude,Longitude,StationId
ANDHRA PRADESH,SRIKAKULAM,18.577600479126,84.0625,186841
GUJARAT,DOHAD,22.9487991333008,74.0625,229741
MADHAYA PRADESH,DEWAS,22.324399948120103,76.5625,223766
MADHAYA PRADESH,HARDA,22.0121002197266,77.1875,220772
MADHAYA PRADESH,SEONI,22.324399948120103,79.6875,223797
MAHARASHTRA,OSMANABAD,17.953199386596697,75.9375,180759
TAMILNADU,THIRUVALLUR,12.957500457763699,79.375,130794
TRIPURA,WEST TRIPURA,23.260999679565398,91.25,233913
UTTAR PRADESH,KANPUR DEHAT,26.071100234985398,79.6875,261797
CHATISGARH,DANTEWARA,17.3286991119385,81.25,173813
