State,District,Latitude,Longitude,StationId
BIHAR,MADHUBANI,26.38330078125,86.25,264863
BIHAR,PURNEA,25.4466991424561,87.5,254875
KARNATAKA,HASSAN,12.333000183105499,76.25,123763
MADHAYA PRADESH,BALAGHAT,21.3876991271973,79.375,214794
MAHARASHTRA,NANDED,18.577600479126,77.5,186775
MAHARASHTRA,LATUR,18.265399932861303,76.5625,183766
MIZORAM,CHHIMTUIPUI,22.324399948120103,92.5,223925
PUNJAB,SANGRUR,30.1301002502441,75.3125,301753
UTTAR PRADESH,KANPUR DEHAT,7.02514982223511,79.375,70794
WEST BENGAL,24 PARGANAS S,22.324399948120103,88.125,223881
CHATISGARH,SURGUJA,23.260999679565398,82.5,233825
