State,District,Latitude,Longitude,StationId
ANDHRA PRADESH,NELLORE,13.269700050353999,80.0,133800
ASSAM,CACHAR,24.510000228881804,93.125,245931
HARYANA,KARNAL,29.5055999755859,76.875,295769
HIMACHAL PRADESH,BILASPUR,31.378999710082997,76.5625,314766
KARNATAKA,BANGALORE URBA,12.645299911499,77.5,126775
MADHAYA PRADESH,SEONI,22.324399948120103,79.375,223794
MAHARASHTRA,NAGPUR,21.0753993988037,78.4375,211784
MAHARASHTRA,NAGPUR,21.3876991271973,79.0625,214791
MEGHALAYA,JAINTIA HILLS,25.1343994140625,92.1875,251922
ORISSA,ANGUL,21.0753993988037,85.0,211850
TAMILNADU,KARUR,7.02514982223511,79.375,70794
