State,District,Latitude,Longitude,StationId
ASSAM,BARPETA,26.38330078125,90.625,264906
BIHAR,SAHARSA,26.071100234985398,86.25,261863
BIHAR,SIWAN,25.1343994140625,84.0625,251841
GUJARAT,PATAN,23.573299407959,71.25,236713
HARYANA,ROHTAK,28.5688991546631,76.25,286763
RAJASTHAN,JAIPUR,26.38330078125,75.9375,264759
RAJASTHAN,KOTAH,24.510000228881804,75.3125,245753
TAMILNADU,SALEM,11.396400451660199,78.4375,114784
TAMILNADU,TIRUVANNAMALAI,12.333000183105499,78.4375,123784
UTTAR PRADESH,JHANSI,25.1343994140625,79.0625,251791
UTTAR PRADESH,KANPUR CITY,26.38330078125,80.0,264800
WEST BENGAL,PURULIA,22.9487991333008,86.5625,229866
