State,District,Latitude,Longitude,StationId
TELANGANA,NALGONDA,16.3920001983643,79.375,164794
BIHAR,CHAMPARAN.WEST,27.3199996948242,83.4375,273834
BIHAR,MUZAFFARPUR,25.4466991424561,85.3125,254853
BIHAR,SAMASTIPUR,25.4466991424561,85.3125,254853
GUJARAT,AHMEDABAD,22.9487991333008,72.5,229725
KARNATAKA,BAGALKOTE,16.0797996520996,75.625,161756
KARNATAKA,BANGALORE URBA,12.957500457763699,77.5,130775
KERALA,IDUKKI,10.147399902343802,77.1875,101772
MADHAYA PRADESH,NARSINGHPUR,7.02514982223511,79.375,70794
MAHARASHTRA,AHMEDNAGAR,18.577600479126,75.3125,186753
MAHARASHTRA,YEOTMAL,20.1387996673584,78.4375,201784
ORISSA,BHADRAK,21.3876991271973,86.25,214863
PUNJAB,LUDHIANA,30.4423007965088,75.3125,304753
RAJASTHAN,BARMER,25.4466991424561,72.1875,254722
TAMILNADU,VELLORE,12.645299911499,79.0625,126791
UTTAR PRADESH,MATHURA,27.3199996948242,77.1875,273772
UTTAR PRADESH,MORADABAD,29.1933994293213,78.4375,292784
UTTAR PRADESH,SHRAWASTI,27.3199996948242,81.5625,273816
WEST BENGAL,BANKURA,23.260999679565398,87.1875,233872
WEST BENGAL,JALPAIGURI,26.38330078125,89.375,264894
WEST BENGAL,24 PARGANAS N,22.324399948120103,88.125,223881
