State,District,Latitude,Longitude,StationId
ASSAM,DARRANG,26.38330078125,92.1875,264922
BIHAR,ARARIA,26.071100234985398,87.1875,261872
BIHAR,MUNGER,7.02514982223511,79.375,70794
HARYANA,JIND,29.5055999755859,75.9375,295759
KARNATAKA,KOLAR,12.645299911499,78.125,126781
KARNATAKA,RAICHUR,16.0797996520996,77.1875,161772
KERALA,ERNAKULAM,10.147399902343802,76.25,101763
MADHAYA PRADESH,HOSHANGABAD,22.324399948120103,77.5,223775
MAHARASHTRA,POONA,18.577600479126,73.4375,186734
ORISSA,KEONJHAR,21.0753993988037,85.9375,211859
RAJASTHAN,BUNDI,25.4466991424561,75.625,254756
RAJASTHAN,JODHPUR,26.071100234985398,73.125,261731
TAMILNADU,KANNIYAKUMARI,8.274060249328612,77.1875,83772
TAMILNADU,THOOTHUKUDI,7.02514982223511,79.375,70794
UTTAR PRADESH,GORAKHPUR,26.38330078125,83.125,264831
WEST BENGAL,PURULIA,22.9487991333008,88.4375,229884
