State,District,Latitude,Longitude,StationId
BIHAR,VAISHALI,25.4466991424561,85.0,254850
HARYANA,ROHTAK,28.256700515747102,76.25,283763
KARNATAKA,BANGALORE RURAL,12.957500457763699,77.5,130775
KARNATAKA,DHARWAR,15.4553003311157,75.3125,155753
KARNATAKA,KANARA NORTH,14.5186004638672,74.375,145744
MADHAYA PRADESH,RAESEN,23.260999679565398,77.5,233775
MAHARASHTRA,JALGAON,20.451000213623,75.0,205750
RAJASTHAN,JHALAWAR,24.1977005004883,76.25,242763
RAJASTHAN,SIKAR,27.007799148559602,75.0,270750
TAMILNADU,TANJAVUR,10.147399902343802,79.375,101794
UTTAR PRADESH,MAHAMAYA NAGA,27.3199996948242,78.125,273781
UTTAR PRADESH,RAMPUR,28.5688991546631,79.0625,286791
LAKSHADWEEP,LAKSHADWEEP,11.084099769592301,75.0,111750
UTTARAKHAND,CHAMOLI,30.4423007965088,79.375,304794
