State,District,Latitude,Longitude,StationId
ANDHRA PRADESH,GUNTUR,16.0797996520996,80.0,161800
BIHAR,PATNA,25.1343994140625,85.3125,251853
GUJARAT,BULSAR/VALSAD,20.451000213623,73.125,205731
GUJARAT,RAJKOT,22.0121002197266,71.25,220713
GUJARAT,PATAN,23.573299407959,71.5625,236716
LADAKH,LADAKH,34.189098358154304,77.1875,342772
KARNATAKA,KANARA SOUTH,12.957500457763699,74.375,130744
KERALA,KOTTAYAM,9.21074962615967,76.5625,92766
MAHARASHTRA,KOLABA/RAIGARH,18.265399932861303,72.5,183725
ORISSA,CUTTACK,7.02514982223511,79.375,70794
UTTAR PRADESH,KHERI LAKHIMPUR,27.944499969482397,80.625,279806
UTTARAKHAND,PITHORGARH,29.5055999755859,80.0,295800
CHATISGARH,MAHASAMUND,21.0753993988037,82.1875,211822
