State,District,Latitude,Longitude,StationId
TELANGANA,KARIMNAGAR,18.577600479126,79.6875,186797
ANDHRA PRADESH,KURNOOL,15.4553003311157,78.4375,155784
HARYANA,ROHTAK,29.1933994293213,76.5625,292766
KARNATAKA,MYSORE,12.333000183105499,75.9375,123759
MADHAYA PRADESH,DAMOH,24.1977005004883,79.375,242794
MADHAYA PRADESH,DHAR,22.9487991333008,75.0,229750
MADHAYA PRADESH,GUNA,24.1977005004883,77.5,242775
MAHARASHTRA,KOLABA/RAIGARH,18.577600479126,72.5,186725
PUNJAB,GURDASPUR,32.0035018920898,75.3125,320753
TAMILNADU,KANCHEEPURAM,12.333000183105499,79.375,123794
