State,District,Latitude,Longitude,StationId
ANDHRA PRADESH,EAST GODAVARI,16.704200744628903,82.1875,167822
ANDHRA PRADESH,GUNTUR,16.3920001983643,79.6875,164797
BIHAR,CHAMPARAN.EAST,26.38330078125,85.0,264850
GUJARAT,BARODA,22.0121002197266,73.4375,220734
GUJARAT,BHAVNAGAR,21.3876991271973,71.5625,214716
GUJARAT,PORBANDAR,7.02514982223511,79.375,70794
HIMACHAL PRADESH,SIRMUR,30.4423007965088,77.1875,304772
MADHAYA PRADESH,SEHORE,23.260999679565398,77.1875,233772
MAHARASHTRA,WASHIM,20.1387996673584,75.9375,201759
ORISSA,JHARSUGUDA,21.3876991271973,84.0625,214841
ORISSA,KANDHAMAL,20.1387996673584,83.4375,201834
UTTAR PRADESH,HAMIRPUR,25.4466991424561,79.375,254794
UTTAR PRADESH,KANPUR CITY,26.071100234985398,80.0,261800
UTTARAKHAND,HARDWAR,29.5055999755859,78.125,295781
