State,District,Latitude,Longitude,StationId
ANDHRA PRADESH,CUDDAPAH,14.5186004638672,78.125,145781
ANDHRA PRADESH,SRIKAKULAM,18.577600479126,83.4375,186834
KARNATAKA,DHARWAR,15.1430997848511,75.0,151750
MADHAYA PRADESH,SAGAR,23.573299407959,79.375,236794
MAHARASHTRA,POONA,19.202100753784197,73.4375,192734
MAHARASHTRA,SHOLAPUR,17.3286991119385,75.0,173750
MAHARASHTRA,SINDHUDURG,16.0797996520996,73.125,161731
ORISSA,PURI,7.02514982223511,79.375,70794
RAJASTHAN,AJMER,26.071100234985398,74.375,261744
RAJASTHAN,BANSWARA,23.260999679565398,74.375,233744
RAJASTHAN,UDAIPUR,24.1977005004883,74.0625,242741
UTTAR PRADESH,JALAUN,26.071100234985398,79.375,261794
JHARKHAND,BOKARO,23.573299407959,85.625,236856
