State,District,Latitude,Longitude,StationId
TELANGANA,WARANGAL,17.6408996582031,79.375,176794
BIHAR,SARAN,25.4466991424561,84.375,254844
JAMMU AND KASHMIR,KUPWARA,34.189098358154304,74.0625,342741
KARNATAKA,BAGALKOTE,16.3920001983643,75.625,164756
KARNATAKA,BANGALORE RURAL,13.269700050353999,77.1875,133772
KERALA,MALAPPURAM,10.459699630737301,75.625,105756
MADHAYA PRADESH,GUNA,24.1977005004883,78.125,242781
MAHARASHTRA,SHOLAPUR,18.265399932861303,75.3125,183753
ORISSA,KANDHAMAL,20.1387996673584,84.375,201844
RAJASTHAN,NAGOUR,27.3199996948242,74.375,273744
TAMILNADU,ERODE,10.459699630737301,77.1875,105772
UTTAR PRADESH,FATEHPUR,25.4466991424561,80.9375,254809
