State,District,Latitude,Longitude,StationId
TELANGANA,KHAMMAM,18.265399932861303,80.625,183806
TELANGANA,NIZAMABAD,18.265399932861303,77.5,183775
ARUNACHAL PRADESH,LOHIT,27.944499969482397,96.25,279963
BIHAR,CHAMPARAN.EAST,26.38330078125,84.6875,264847
HARYANA,AMBALA,30.4423007965088,76.5625,304766
KARNATAKA,BANGALORE RURAL,12.645299911499,77.1875,126772
KARNATAKA,BELGAUM,15.4553003311157,75.0,155750
KARNATAKA,HASSAN,12.957500457763699,75.9375,130759
KARNATAKA,RAICHUR,16.3920001983643,76.5625,164766
ORISSA,BOLANGIR,20.1387996673584,83.125,201831
ORISSA,PURI,20.1387996673584,86.25,201863
RAJASTHAN,GANGANAGAR,29.5055999755859,73.125,295731
TAMILNADU,DINDIGUL,10.459699630737301,77.5,105775
TAMILNADU,PERAMBALUR,11.084099769592301,79.375,111794
UTTAR PRADESH,JALAUN,26.071100234985398,79.0625,261791
CHATISGARH,DURG,20.451000213623,80.0,205800
