State,District,Latitude,Longitude,StationId
TELANGANA,NALGONDA,17.3286991119385,78.4375,173784
ASSAM,KAMRUP,26.38330078125,91.25,264913
JAMMU AND KASHMIR,PULWAMA,33.564601898193395,74.6875,336747
MADHAYA PRADESH,BARWANI,22.0121002197266,74.375,220744
MAHARASHTRA,AURANGABAD,19.5142993927002,75.3125,195753
MAHARASHTRA,CHANDRAPUR,19.5142993927002,79.375,195794
ORISSA,DHENKANAL,20.451000213623,85.0,205850
PUDUCHERRY,PUDUCHERRY,10.459699630737301,79.375,105794
PUDUCHERRY,PUDUCHERRY,11.396400451660199,79.375,114794
UTTAR PRADESH,ALIGARH,27.944499969482397,78.125,279781
UTTAR PRADESH,BULANDSHAHR,27.944499969482397,78.125,279781
