State,District,Latitude,Longitude,StationId
ARUNACHAL PRADESH,TAWANG,27.3199996948242,91.5625,273916
ARUNACHAL PRADESH,UPPER SIANG,28.256700515747102,95.0,283950
ASSAM,JORHAT,26.38330078125,94.0625,264941
ASSAM,KARIMGANJ,24.510000228881804,92.1875,245922
HARYANA,YAMUNANAGAR,30.4423007965088,77.5,304775
HIMACHAL PRADESH,SOLAN,30.4423007965088,76.5625,304766
KARNATAKA,GULBARGA,17.3286991119385,76.5625,173766
MAHARASHTRA,SINDHUDURG,15.4553003311157,73.4375,155734
MAHARASHTRA,GONDIA,21.0753993988037,80.0,211800
MANIPUR,CHURACHANDPUR,24.1977005004883,93.125,242931
PUNJAB,ROOPNAGAR,7.02514982223511,79.375,70794
RAJASTHAN,JHUNJHUNU,28.256700515747102,75.3125,283753
UTTAR PRADESH,AZAMGARH,26.071100234985398,82.5,261825
