State,District,Latitude,Longitude,StationId
BIHAR,CHAMPARAN.EAST,26.071100234985398,85.3125,261853
BIHAR,KATIHAR,25.4466991424561,87.1875,254872
GUJARAT,RAJKOT,21.3876991271973,70.3125,214703
GUJARAT,RAJKOT,22.9487991333008,70.3125,229703
HARYANA,BHIWANI,28.256700515747102,75.625,283756
JAMMU AND KASHMIR,UDHAMPUR,32.627899169921896,75.0,326750
KERALA,PALAKKAD,11.396400451660199,76.25,114763
MAHARASHTRA,NASIK,20.451000213623,73.4375,205734
MAHARASHTRA,PARBHANI,19.202100753784197,76.25,192763
ORISSA,NAYAGARH,20.1387996673584,85.0,201850
RAJASTHAN,JODHPUR,26.071100234985398,72.1875,261722
UTTAR PRADESH,KHERI LAKHIMPUR,27.632299423217802,80.0,276800
UTTAR PRADESH,MORADABAD,28.5688991546631,78.4375,286784
WEST BENGAL,24 PARGANAS S,22.0121002197266,88.4375,220884
