State,District,Latitude,Longitude,StationId
ASSAM,SIBSAGAR,26.6956005096436,94.375,267944
BIHAR,GOPALGANJ,26.071100234985398,84.0625,261841
GUJARAT,AHMEDABAD,7.02514982223511,79.375,70794
HIMACHAL PRADESH,SIRMUR,7.02514982223511,79.375,70794
KARNATAKA,GULBARGA,17.3286991119385,77.1875,173772
MADHAYA PRADESH,RATLAM,23.260999679565398,74.6875,233747
MAHARASHTRA,SHOLAPUR,17.3286991119385,76.25,173763
RAJASTHAN,ALWAR,27.3199996948242,76.5625,273766
DADRA AND NAGAR HAVELI,DADRA N. HAVELI,20.1387996673584,73.125,201731
JHARKHAND,GODDA,24.510000228881804,87.1875,245872
UTTARAKHAND,GARWAL TEHRI,30.1301002502441,78.4375,301784
