State,District,Latitude,Longitude,StationId
ASSAM,MORIGAON,26.071100234985398,92.1875,261922
HARYANA,FARIDABAD,27.944499969482397,77.1875,279772
MADHAYA PRADESH,SIDHI,24.1977005004883,81.5625,242816
MAHARASHTRA,GONDIA,21.3876991271973,80.0,214800
RAJASTHAN,BARMER,25.4466991424561,71.25,254713
RAJASTHAN,BHARATPUR,27.007799148559602,77.1875,270772
RAJASTHAN,BHILWARA,25.1343994140625,74.375,251744
RAJASTHAN,PALI,25.1343994140625,73.125,251731
RAJASTHAN,RAJASMAND,25.4466991424561,73.4375,254734
TAMILNADU,VIRUDHUNAGAR,9.21074962615967,77.5,92775
UTTAR PRADESH,FIROZABAD,27.007799148559602,78.4375,270784
UTTAR PRADESH,MIRZAPUR,7.02514982223511,79.375,70794
BIHAR,DEOGHAR,24.1977005004883,86.25,242863
