State,District,Latitude,Longitude,StationId
TELANGANA,WARANGAL,18.265399932861303,79.6875,183797
KARNATAKA,BIJAPUR,16.3920001983643,75.3125,164753
KARNATAKA,GADAG,15.4553003311157,75.3125,155753
MAHARASHTRA,AURANGABAD,19.202100753784197,75.3125,192753
MAHARASHTRA,OSMANABAD,18.265399932861303,75.9375,183759
NAGALAND,KOHIMA,25.4466991424561,94.0625,254941
PUNJAB,JULLUNDAR,31.0667991638184,75.3125,311753
TAMILNADU,PUDUKOTTAI,10.459699630737301,78.4375,105784
TAMILNADU,TIRUVANNAMALAI,12.333000183105499,79.375,123794
WEST BENGAL,MIDNAPORE,22.324399948120103,87.1875,223872
