State,District,Latitude,Longitude,StationId
KARNATAKA,GADAG,15.1430997848511,75.625,151756
KARNATAKA,KODAGU,12.0207996368408,75.3125,120753
KERALA,KASARGOD,12.333000183105499,75.0,123750
MAHARASHTRA,RATNAGIRI,17.6408996582031,73.125,176731
ORISSA,KORAPUT,18.577600479126,82.5,186825
ORISSA,NAWAPARA,20.451000213623,82.1875,205822
RAJASTHAN,UDAIPUR,23.573299407959,73.4375,236734
RAJASTHAN,BARAN,25.1343994140625,77.1875,251772
UTTAR PRADESH,AURAIYA,26.38330078125,79.375,264794
UTTAR PRADESH,SIDDHARTHNAGAR,27.007799148559602,82.5,270825
WEST BENGAL,24 PARGANAS N,22.0121002197266,88.125,220881
