State,District,Latitude,Longitude,StationId
ANDHRA PRADESH,ANANTAPUR,14.5186004638672,76.5625,145766
TELANGANA,KHAMMAM,16.704200744628903,80.3125,167803
ARUNACHAL PRADESH,LOHIT,27.3199996948242,95.625,273956
BIHAR,KATIHAR,7.02514982223511,79.375,70794
HARYANA,JIND,7.02514982223511,79.375,70794
KARNATAKA,GULBARGA,16.3920001983643,77.1875,164772
MADHAYA PRADESH,MANDSAUR,24.1977005004883,75.3125,242753
MAHARASHTRA,BHIR,18.577600479126,75.0,186750
RAJASTHAN,JAISALMER,26.6956005096436,70.625,267706
TAMILNADU,KARUR,10.459699630737301,77.5,105775
